# LanguageTag	# Level	# Worksheet	# Problem		# Word	# Missing Position	# Number of Consonant Choices	# Number of Vowel Choices	# Image	# Sound Duration
en-US	9	2	1		farm	*arm	2	0	spelling_farm.png	0.8034375
en-US	9	2	2		leaf	*eaf	2	0	spelling_leaf.png	0.789478458
en-US	9	2	3		duck	*uck	2	0	spelling_duck.png	0.781678005
en-US	9	2	4		corn	*orn	2	0	spelling_corn.png	1.079727891
en-US	9	2	5		baby	*aby	2	0	spelling_baby.png	0.975238095
en-US	9	2	6		gift	*ift	2	0	spelling_gift.png	1.010068027
en-US	9	2	7		book	*ook	2	0	spelling_book.png	0.562083333
en-US	9	3	1		duck	*uck	2	0	spelling_duck.png	0.781678005
en-US	9	3	2		lion	*ion	2	0	spelling_lion.png	1.137732426
en-US	9	3	3		corn	*orn	2	0	spelling_corn.png	1.079727891
en-US	9	3	4		rain	*ain	2	0	spelling_rain.png	0.940408163
en-US	9	3	5		nest	*est	2	0	spelling_nest.png	0.743038549
en-US	9	3	6		fish	*ish	2	0	spelling_fish.png	0.603229167
en-US	9	3	7		city	*ity	2	0	spelling_city.png	0.664666667
en-US	9	4	1		ball	*all	2	0	spelling_ball.png	0.768072562
en-US	9	4	2		meat	*eat	2	0	spelling_meat.png	0.484395833
en-US	9	4	3		fire	*ire	2	0	spelling_fire.png	0.812698413
en-US	9	4	4		gift	*ift	2	0	spelling_gift.png	1.010068027
en-US	9	4	5		nose	*ose	2	0	spelling_nose.png	1.000793651
en-US	9	4	6		leaf	*eaf	2	0	spelling_leaf.png	0.789478458
en-US	9	4	7		nest	*est	2	0	spelling_nest.png	0.743038549
en-US	9	5	1		tree	*ree	2	0	spelling_tree.png	0.544729167
en-US	9	5	2		farm	*arm	2	0	spelling_farm.png	0.8034375
en-US	9	5	3		milk	*ilk	2	0	spelling_milk.png	0.678333333
en-US	9	5	4		fire	*ire	2	0	spelling_fire.png	0.812698413
en-US	9	5	5		corn	*orn	2	0	spelling_corn.png	1.079727891
en-US	9	5	6		duck	*uck	2	0	spelling_duck.png	0.781678005
en-US	9	5	7		book	*ook	2	0	spelling_book.png	0.562083333
en-US	9	6	1		leaf	*eaf	2	0	spelling_leaf.png	0.789478458
en-US	9	6	2		tree	*ree	2	0	spelling_tree.png	0.544729167
en-US	9	6	3		rain	*ain	2	0	spelling_rain.png	0.940408163
en-US	9	6	4		ball	*all	2	0	spelling_ball.png	0.768072562
en-US	9	6	5		corn	*orn	2	0	spelling_corn.png	1.079727891
en-US	9	6	6		book	*ook	2	0	spelling_book.png	0.562083333
en-US	9	6	7		meat	*eat	2	0	spelling_meat.png	0.484395833
en-US	9	7	1		nose	*ose	2	0	spelling_nose.png	1.000793651
en-US	9	7	2		leaf	*eaf	2	0	spelling_leaf.png	0.789478458
en-US	9	7	3		book	*ook	2	0	spelling_book.png	0.562083333
en-US	9	7	4		gift	*ift	2	0	spelling_gift.png	1.010068027
en-US	9	7	5		duck	*uck	2	0	spelling_duck.png	0.781678005
en-US	9	7	6		meat	*eat	2	0	spelling_meat.png	0.484395833
en-US	9	7	7		city	*ity	2	0	spelling_city.png	0.664666667
en-US	10	1	1		heart	*****	3	2	spelling_heart.png	0.777868481
en-US	10	1	2		clock	*****	4	1	spelling_clock.png	0.99845805
en-US	10	1	3		water	*****	3	2	spelling_water.png	0.726666667
en-US	10	1	4		snake	*****	3	2	spelling_snake.png	0.82430839
en-US	10	1	5		books	*****	3	2	spelling_books.png	0.5984375
en-US	10	1	6		water	*****	3	2	spelling_water.png	0.726666667
en-US	10	1	7		words	*****	4	1	spelling_letter.png	0.879604167
en-US	10	2	1		stick	*****	4	1	spelling_stick.png	1.277097506
en-US	10	2	2		paper	*****	3	2	spelling_paper.png	0
en-US	10	2	3		house	*****	2	3	spelling_house.png	0.785083333
en-US	10	2	4		floor	*****	3	2	spelling_floor.png	0.791375
en-US	10	2	5		heart	*****	3	2	spelling_heart.png	0.777868481
en-US	10	2	6		chair	*****	3	2	spelling_chair.png	0
en-US	10	2	7		woman	*****	3	2	spelling_woman.png	0.928798186
en-US	10	3	1		house	*****	2	3	spelling_house.png	0.785083333
en-US	10	3	2		floor	*****	3	2	spelling_floor.png	0.791375
en-US	10	3	3		woman	*****	3	2	spelling_woman.png	0.928798186
en-US	10	3	4		train	*****	3	2	spelling_train.png	0.894331066
en-US	10	3	5		green	*****	3	2	spelling_green.png	0.991632653
en-US	10	3	6		shoes	*****	3	2	spelling_shoes.png	1.265487528
en-US	10	3	7		water	*****	3	2	spelling_water.png	0.726666667
en-US	10	4	1		chair	*****	3	2	spelling_chair.png	0
en-US	10	4	2		floor	*****	3	2	spelling_floor.png	0.791375
en-US	10	4	3		clock	*****	4	1	spelling_clock.png	0.99845805
en-US	10	4	4		heart	*****	3	2	spelling_heart.png	0.777868481
en-US	10	4	5		water	*****	3	2	spelling_water.png	0.726666667
en-US	10	4	6		water	*****	3	2	spelling_water.png	0.726666667
en-US	10	4	7		green	*****	3	2	spelling_green.png	0.991632653
en-US	10	5	1		paper	*****	3	2	spelling_paper.png	0
en-US	10	5	2		three	*****	3	2	spelling_three.png	0.7509375
en-US	10	5	3		water	*****	3	2	spelling_water.png	0.726666667
en-US	10	5	4		water	*****	3	2	spelling_water.png	0.726666667
en-US	10	5	5		stick	*****	4	1	spelling_stick.png	1.277097506
en-US	10	5	6		clock	*****	4	1	spelling_clock.png	0.99845805
en-US	10	5	7		train	*****	3	2	spelling_train.png	0.894331066
en-US	10	6	1		water	*****	3	2	spelling_water.png	0.726666667
en-US	10	6	2		heart	*****	3	2	spelling_heart.png	0.777868481
en-US	10	6	3		chair	*****	3	2	spelling_chair.png	0
en-US	10	6	4		books	*****	3	2	spelling_books.png	0.5984375
en-US	10	6	5		words	*****	4	1	spelling_letter.png	0.879604167
en-US	10	6	6		river	*****	3	2	spelling_river.png	1.195827664
en-US	10	6	7		water	*****	3	2	spelling_water.png	0.726666667
en-US	10	7	1		stick	*****	4	1	spelling_stick.png	1.277097506
en-US	10	7	2		money	*****	3	2	spelling_money.png	0.766258503
en-US	10	7	3		woman	*****	3	2	spelling_woman.png	0.928798186
en-US	10	7	4		chair	*****	3	2	spelling_chair.png	0
en-US	10	7	5		water	*****	3	2	spelling_water.png	0.726666667
en-US	10	7	6		three	*****	3	2	spelling_three.png	0.7509375
en-US	10	7	7		books	*****	3	2	spelling_books.png	0.5984375
en-US	11	1	1		paper	*aper	2	0	spelling_paper.png	0
en-US	11	1	2		green	*reen	2	0	spelling_green.png	0.991632653
en-US	11	1	3		house	*ouse	2	0	spelling_house.png	0.785083333
en-US	11	1	4		books	*ooks	2	0	spelling_books.png	0.5984375
en-US	11	1	5		shoes	*hoes	2	0	spelling_shoes.png	1.265487528
en-US	11	1	6		clock	*lock	2	0	spelling_clock.png	0.99845805
en-US	11	1	7		chair	*hair	2	0	spelling_chair.png	0
en-US	11	2	1		train	*rain	2	0	spelling_train.png	0.894331066
en-US	11	2	2		water	*ater	2	0	spelling_water.png	0.726666667
en-US	11	2	3		house	*ouse	2	0	spelling_house.png	0.785083333
en-US	11	2	4		three	*hree	2	0	spelling_three.png	0.7509375
en-US	11	2	5		heart	*eart	2	0	spelling_heart.png	0.777868481
en-US	11	2	6		words	*ords	2	0	spelling_letter.png	0.879604167
en-US	11	2	7		books	*ooks	2	0	spelling_books.png	0.5984375
en-US	11	3	1		water	*ater	2	0	spelling_water.png	0.726666667
en-US	11	3	2		green	*reen	2	0	spelling_green.png	0.991632653
en-US	11	3	3		floor	*loor	2	0	spelling_floor.png	0.791375
en-US	11	3	4		woman	*oman	2	0	spelling_woman.png	0.928798186
en-US	11	3	5		grass	*rass	2	0	spelling_grass.png	1.022312925
en-US	11	3	6		three	*hree	2	0	spelling_three.png	0.7509375
en-US	11	3	7		books	*ooks	2	0	spelling_books.png	0.5984375
en-US	11	4	1		chair	*hair	2	0	spelling_chair.png	0
en-US	11	4	2		stick	*tick	2	0	spelling_stick.png	1.277097506
en-US	11	4	3		books	*ooks	2	0	spelling_books.png	0.5984375
en-US	11	4	4		three	*hree	2	0	spelling_three.png	0.7509375
en-US	11	4	5		snake	*nake	2	0	spelling_snake.png	0.82430839
en-US	11	4	6		grass	*rass	2	0	spelling_grass.png	1.022312925
en-US	11	4	7		water	*ater	2	0	spelling_water.png	0.726666667
en-US	11	5	1		woman	*oman	2	0	spelling_woman.png	0.928798186
en-US	11	5	2		stick	*tick	2	0	spelling_stick.png	1.277097506
en-US	11	5	3		grass	*rass	2	0	spelling_grass.png	1.022312925
en-US	11	5	4		water	*ater	2	0	spelling_water.png	0.726666667
en-US	11	5	5		money	*oney	2	0	spelling_money.png	0.766258503
en-US	11	5	6		green	*reen	2	0	spelling_green.png	0.991632653
en-US	11	5	7		heart	*eart	2	0	spelling_heart.png	0.777868481
en-US	11	6	1		river	*iver	2	0	spelling_river.png	1.195827664
en-US	11	6	2		paper	*aper	2	0	spelling_paper.png	0
en-US	11	6	3		house	*ouse	2	0	spelling_house.png	0.785083333
en-US	11	6	4		snake	*nake	2	0	spelling_snake.png	0.82430839
en-US	11	6	5		words	*ords	2	0	spelling_letter.png	0.879604167
en-US	11	6	6		grass	*rass	2	0	spelling_grass.png	1.022312925
en-US	11	6	7		three	*hree	2	0	spelling_three.png	0.7509375
en-US	11	7	1		water	*ater	2	0	spelling_water.png	0.726666667
en-US	11	7	2		chair	*hair	2	0	spelling_chair.png	0
en-US	11	7	3		river	*iver	2	0	spelling_river.png	1.195827664
en-US	11	7	4		three	*hree	2	0	spelling_three.png	0.7509375
en-US	11	7	5		water	*ater	2	0	spelling_water.png	0.726666667
en-US	11	7	6		house	*ouse	2	0	spelling_house.png	0.785083333
en-US	11	7	7		books	*ooks	2	0	spelling_books.png	0.5984375
en-US	12	1	1		heart	*e*rt	2	1	spelling_heart.png	0.777868481
en-US	12	1	2		chair	*h*ir	2	1	spelling_chair.png	0
en-US	12	1	3		grass	*r*ss	2	1	spelling_grass.png	1.022312925
en-US	12	1	4		paper	*a*er	2	1	spelling_paper.png	0
en-US	12	1	5		stick	*ti*k	2	1	spelling_stick.png	1.277097506
en-US	12	1	6		words	*o*ds	2	1	spelling_letter.png	0.879604167
en-US	12	1	7		river	*i*er	2	1	spelling_river.png	1.195827664
en-US	12	2	1		books	*o*ks	2	1	spelling_books.png	0.5984375
en-US	12	2	2		chair	*h*ir	2	1	spelling_chair.png	0
en-US	12	2	3		shoes	*h*es	2	1	spelling_shoes.png	1.265487528
en-US	12	2	4		river	*i*er	2	1	spelling_river.png	1.195827664
en-US	12	2	5		woman	*o*an	2	1	spelling_woman.png	0.928798186
en-US	12	2	6		grass	*r*ss	2	1	spelling_grass.png	1.022312925
en-US	12	2	7		heart	*e*rt	2	1	spelling_heart.png	0.777868481
en-US	12	3	1		grass	*r*ss	2	1	spelling_grass.png	1.022312925
en-US	12	3	2		shoes	*h*es	2	1	spelling_shoes.png	1.265487528
en-US	12	3	3		water	*a*er	2	1	spelling_water.png	0.726666667
en-US	12	3	4		chair	*h*ir	2	1	spelling_chair.png	0
en-US	12	3	5		clock	*l*ck	2	1	spelling_clock.png	0.99845805
en-US	12	3	6		heart	*e*rt	2	1	spelling_heart.png	0.777868481
en-US	12	3	7		words	*o*ds	2	1	spelling_letter.png	0.879604167
en-US	12	4	1		water	*a*er	2	1	spelling_water.png	0.726666667
en-US	12	4	2		house	*o*se	2	1	spelling_house.png	0.785083333
en-US	12	4	3		paper	*a*er	2	1	spelling_paper.png	0
en-US	12	4	4		snake	*n*ke	2	1	spelling_snake.png	0.82430839
en-US	12	4	5		chair	*h*ir	2	1	spelling_chair.png	0
en-US	12	4	6		heart	*e*rt	2	1	spelling_heart.png	0.777868481
en-US	12	4	7		stick	*ti*k	2	1	spelling_stick.png	1.277097506
en-US	12	5	1		three	*h*ee	2	1	spelling_three.png	0.7509375
en-US	12	5	2		money	*o*ey	2	1	spelling_money.png	0.766258503
en-US	12	5	3		stick	*ti*k	2	1	spelling_stick.png	1.277097506
en-US	12	5	4		floor	*l*or	2	1	spelling_floor.png	0.791375
en-US	12	5	5		books	*o*ks	2	1	spelling_books.png	0.5984375
en-US	12	5	6		green	*r*en	2	1	spelling_green.png	0.991632653
en-US	12	5	7		chair	*h*ir	2	1	spelling_chair.png	0
en-US	12	6	1		woman	*o*an	2	1	spelling_woman.png	0.928798186
en-US	12	6	2		words	*o*ds	2	1	spelling_letter.png	0.879604167
en-US	12	6	3		shoes	*h*es	2	1	spelling_shoes.png	1.265487528
en-US	12	6	4		books	*o*ks	2	1	spelling_books.png	0.5984375
en-US	12	6	5		water	*a*er	2	1	spelling_water.png	0.726666667
en-US	12	6	6		train	*r*in	2	1	spelling_train.png	0.894331066
en-US	12	6	7		chair	*h*ir	2	1	spelling_chair.png	0
en-US	12	7	1		shoes	*h*es	2	1	spelling_shoes.png	1.265487528
en-US	12	7	2		heart	*e*rt	2	1	spelling_heart.png	0.777868481
en-US	12	7	3		house	*o*se	2	1	spelling_house.png	0.785083333
en-US	12	7	4		train	*r*in	2	1	spelling_train.png	0.894331066
en-US	12	7	5		clock	*l*ck	2	1	spelling_clock.png	0.99845805
en-US	12	7	6		paper	*a*er	2	1	spelling_paper.png	0
en-US	12	7	7		floor	*l*or	2	1	spelling_floor.png	0.791375
en-US	13	1	1		six	***	4	1	spelling_six.png	0.814208333
en-US	13	1	2		cat	***	4	1	spelling_cat.png	0.621291667
en-US	13	1	3		toy	***	4	1	spelling_toy.png	0.882358277
en-US	13	1	4		bus	***	4	1	spelling_bus.png	0.81600907
en-US	13	1	5		sun	***	4	1	spelling_sun.png	0.803729167
en-US	13	1	6		man	***	4	1	spelling_man.png	0.693354167
en-US	13	1	7		kid	***	4	1	spelling_kid.png	1.011337868
en-US	13	2	1		zip	***	4	1	spelling_zip.png	0.568888889
en-US	13	2	2		sun	***	4	1	spelling_sun.png	0.803729167
en-US	13	2	3		man	***	4	1	spelling_man.png	0.693354167
en-US	13	2	4		egg	***	4	1	spelling_egg.png	0.469833333
en-US	13	2	5		box	***	4	1	spelling_box.png	0.630666667
en-US	13	2	6		rat	***	4	1	spelling_rat.png	0.832222222
en-US	13	2	7		cat	***	4	1	spelling_cat.png	0.621291667
en-US	13	3	1		bug	***	4	1	spelling_bug.png	0.568888889
en-US	13	3	2		red	***	4	1	spelling_red.png	0.487541667
en-US	13	3	3		box	***	4	1	spelling_box.png	0.630666667
en-US	13	3	4		car	***	4	1	spelling_car.png	0.893968254
en-US	13	3	5		dad	***	4	1	spelling_dad.png	0.550479167
en-US	13	3	6		six	***	4	1	spelling_six.png	0.814208333
en-US	13	3	7		mom	***	4	1	spelling_mom.png	0.639833333
en-US	13	4	1		box	***	4	1	spelling_box.png	0.630666667
en-US	13	4	2		bed	***	4	1	spelling_bed.png	0.606
en-US	13	4	3		man	***	4	1	spelling_man.png	0.693354167
en-US	13	4	4		kid	***	4	1	spelling_kid.png	1.011337868
en-US	13	4	5		zip	***	4	1	spelling_zip.png	0.568888889
en-US	13	4	6		dog	***	4	1	spelling_dog.png	0.720333333
en-US	13	4	7		bus	***	4	1	spelling_bus.png	0.81600907
en-US	13	5	1		car	***	4	1	spelling_car.png	0.893968254
en-US	13	5	2		cat	***	4	1	spelling_cat.png	0.621291667
en-US	13	5	3		pig	***	4	1	spelling_pig.png	0.660666667
en-US	13	5	4		rat	***	4	1	spelling_rat.png	0.832222222
en-US	13	5	5		zip	***	4	1	spelling_zip.png	0.568888889
en-US	13	5	6		mom	***	4	1	spelling_mom.png	0.639833333
en-US	13	5	7		hen	***	4	1	spelling_hen.png	0.801088435
en-US	13	6	1		bus	***	4	1	spelling_bus.png	0.81600907
en-US	13	6	2		pig	***	4	1	spelling_pig.png	0.660666667
en-US	13	6	3		toy	***	4	1	spelling_toy.png	0.882358277
en-US	13	6	4		man	***	4	1	spelling_man.png	0.693354167
en-US	13	6	5		rat	***	4	1	spelling_rat.png	0.832222222
en-US	13	6	6		cat	***	4	1	spelling_cat.png	0.621291667
en-US	13	6	7		six	***	4	1	spelling_six.png	0.814208333
en-US	13	7	1		mom	***	4	1	spelling_mom.png	0.639833333
en-US	13	7	2		sun	***	4	1	spelling_sun.png	0.803729167
en-US	13	7	3		bus	***	4	1	spelling_bus.png	0.81600907
en-US	13	7	4		cat	***	4	1	spelling_cat.png	0.621291667
en-US	13	7	5		bed	***	4	1	spelling_bed.png	0.606
en-US	13	7	6		rat	***	4	1	spelling_rat.png	0.832222222
en-US	13	7	7		dad	***	4	1	spelling_dad.png	0.550479167
en-US	14	1	1		baby	****	4	2	spelling_baby.png	0.975238095
en-US	14	1	2		farm	****	4	2	spelling_farm.png	0.8034375
en-US	14	1	3		gift	****	4	2	spelling_gift.png	1.010068027
en-US	14	1	4		meat	****	4	2	spelling_meat.png	0.484395833
en-US	14	1	5		rain	****	4	2	spelling_rain.png	0.940408163
en-US	14	1	6		duck	****	4	2	spelling_duck.png	0.781678005
en-US	14	1	7		corn	****	4	2	spelling_corn.png	1.079727891
en-US	14	2	1		gift	****	4	2	spelling_gift.png	1.010068027
en-US	14	2	2		fire	****	4	2	spelling_fire.png	0.812698413
en-US	14	2	3		city	****	4	2	spelling_city.png	0.664666667
en-US	14	2	4		rain	****	4	2	spelling_rain.png	0.940408163
en-US	14	2	5		farm	****	4	2	spelling_farm.png	0.8034375
en-US	14	2	6		nose	****	4	2	spelling_nose.png	1.000793651
en-US	14	2	7		corn	****	4	2	spelling_corn.png	1.079727891
en-US	14	3	1		ball	****	4	2	spelling_ball.png	0.768072562
en-US	14	3	2		tree	****	4	2	spelling_tree.png	0.544729167
en-US	14	3	3		fire	****	4	2	spelling_fire.png	0.812698413
en-US	14	3	4		corn	****	4	2	spelling_corn.png	1.079727891
en-US	14	3	5		gift	****	4	2	spelling_gift.png	1.010068027
en-US	14	3	6		baby	****	4	2	spelling_baby.png	0.975238095
en-US	14	3	7		book	****	4	2	spelling_book.png	0.562083333
en-US	14	4	1		face	****	4	2	spelling_face.png	0.859138322
en-US	14	4	2		nose	****	4	2	spelling_nose.png	1.000793651
en-US	14	4	3		lion	****	4	2	spelling_lion.png	1.137732426
en-US	14	4	4		nest	****	4	2	spelling_nest.png	0.743038549
en-US	14	4	5		milk	****	4	2	spelling_milk.png	0.678333333
en-US	14	4	6		duck	****	4	2	spelling_duck.png	0.781678005
en-US	14	4	7		fish	****	4	2	spelling_fish.png	0.603229167
en-US	14	5	1		nose	****	4	2	spelling_nose.png	1.000793651
en-US	14	5	2		ball	****	4	2	spelling_ball.png	0.768072562
en-US	14	5	3		tree	****	4	2	spelling_tree.png	0.544729167
en-US	14	5	4		gift	****	4	2	spelling_gift.png	1.010068027
en-US	14	5	5		leaf	****	4	2	spelling_leaf.png	0.789478458
en-US	14	5	6		fire	****	4	2	spelling_fire.png	0.812698413
en-US	14	5	7		city	****	4	2	spelling_city.png	0.664666667
en-US	14	6	1		city	****	4	2	spelling_city.png	0.664666667
en-US	14	6	2		fire	****	4	2	spelling_fire.png	0.812698413
en-US	14	6	3		gift	****	4	2	spelling_gift.png	1.010068027
en-US	14	6	4		fish	****	4	2	spelling_fish.png	0.603229167
en-US	14	6	5		corn	****	4	2	spelling_corn.png	1.079727891
en-US	14	6	6		leaf	****	4	2	spelling_leaf.png	0.789478458
en-US	14	6	7		lion	****	4	2	spelling_lion.png	1.137732426
en-US	14	7	1		meat	****	4	2	spelling_meat.png	0.484395833
en-US	14	7	2		farm	****	4	2	spelling_farm.png	0.8034375
en-US	14	7	3		city	****	4	2	spelling_city.png	0.664666667
en-US	14	7	4		book	****	4	2	spelling_book.png	0.562083333
en-US	14	7	5		fish	****	4	2	spelling_fish.png	0.603229167
en-US	14	7	6		rain	****	4	2	spelling_rain.png	0.940408163
en-US	14	7	7		baby	****	4	2	spelling_baby.png	0.975238095
en-US	15	1	1		money	*****	4	3	spelling_money.png	0.766258503
en-US	15	1	2		heart	*****	4	3	spelling_heart.png	0.777868481
en-US	15	1	3		books	*****	4	3	spelling_books.png	0.5984375
en-US	15	1	4		floor	*****	4	3	spelling_floor.png	0.791375
en-US	15	1	5		chair	*****	4	3	spelling_chair.png	0
en-US	15	1	6		snake	*****	4	3	spelling_snake.png	0.82430839
en-US	15	1	7		stick	*****	4	3	spelling_stick.png	1.277097506
en-US	15	2	1		train	*****	4	3	spelling_train.png	0.894331066
en-US	15	2	2		water	*****	4	3	spelling_water.png	0.726666667
en-US	15	2	3		river	*****	4	3	spelling_river.png	1.195827664
en-US	15	2	4		woman	*****	4	3	spelling_woman.png	0.928798186
en-US	15	2	5		house	*****	4	3	spelling_house.png	0.785083333
en-US	15	2	6		floor	*****	4	3	spelling_floor.png	0.791375
en-US	15	2	7		water	*****	4	3	spelling_water.png	0.726666667
en-US	15	3	1		words	*****	4	3	spelling_letter.png	0.879604167
en-US	15	3	2		heart	*****	4	3	spelling_heart.png	0.777868481
en-US	15	3	3		stick	*****	4	3	spelling_stick.png	1.277097506
en-US	15	3	4		money	*****	4	3	spelling_money.png	0.766258503
en-US	15	3	5		floor	*****	4	3	spelling_floor.png	0.791375
en-US	15	3	6		snake	*****	4	3	spelling_snake.png	0.82430839
en-US	15	3	7		river	*****	4	3	spelling_river.png	1.195827664
en-US	15	4	1		water	*****	4	3	spelling_water.png	0.726666667
en-US	15	4	2		money	*****	4	3	spelling_money.png	0.766258503
en-US	15	4	3		grass	*****	4	3	spelling_grass.png	1.022312925
en-US	15	4	4		words	*****	4	3	spelling_letter.png	0.879604167
en-US	15	4	5		shoes	*****	4	3	spelling_shoes.png	1.265487528
en-US	15	4	6		house	*****	4	3	spelling_house.png	0.785083333
en-US	15	4	7		heart	*****	4	3	spelling_heart.png	0.777868481
en-US	15	5	1		woman	*****	4	3	spelling_woman.png	0.928798186
en-US	15	5	2		books	*****	4	3	spelling_books.png	0.5984375
en-US	15	5	3		water	*****	4	3	spelling_water.png	0.726666667
en-US	15	5	4		house	*****	4	3	spelling_house.png	0.785083333
en-US	15	5	5		paper	*****	4	3	spelling_paper.png	0
en-US	15	5	6		river	*****	4	3	spelling_river.png	1.195827664
en-US	15	5	7		money	*****	4	3	spelling_money.png	0.766258503
en-US	15	6	1		river	*****	4	3	spelling_river.png	1.195827664
en-US	15	6	2		words	*****	4	3	spelling_letter.png	0.879604167
en-US	15	6	3		train	*****	4	3	spelling_train.png	0.894331066
en-US	15	6	4		floor	*****	4	3	spelling_floor.png	0.791375
en-US	15	6	5		snake	*****	4	3	spelling_snake.png	0.82430839
en-US	15	6	6		chair	*****	4	3	spelling_chair.png	0
en-US	15	6	7		grass	*****	4	3	spelling_grass.png	1.022312925
en-US	15	7	1		clock	*****	4	3	spelling_clock.png	0.99845805
en-US	15	7	2		money	*****	4	3	spelling_money.png	0.766258503
en-US	15	7	3		stick	*****	4	3	spelling_stick.png	1.277097506
en-US	15	7	4		green	*****	4	3	spelling_green.png	0.991632653
en-US	15	7	5		river	*****	4	3	spelling_river.png	1.195827664
en-US	15	7	6		floor	*****	4	3	spelling_floor.png	0.791375
en-US	15	7	7		grass	*****	4	3	spelling_grass.png	1.022312925
en-US	16	1	1		number	******	4	4	spelling_number.png	0.729916667
en-US	16	1	2		bottle	******	4	4	spelling_bottle.png	0.763560091
en-US	16	1	3		people	******	4	4	spelling_people.png	0.5639375
en-US	16	1	4		flower	******	4	4	spelling_flower.png	0.644625
en-US	16	1	5		banana	******	4	4	spelling_banana.png	1.265487528
en-US	16	1	6		orange	******	4	4	spelling_orange.png	0.965170068
en-US	16	1	7		mirror	******	4	4	spelling_mirror.png	0
en-US	16	2	1		forest	******	4	4	spelling_forest.png	1.162517007
en-US	16	2	2		orange	******	4	4	spelling_orange.png	0.965170068
en-US	16	2	3		donkey	******	4	4	spelling_donkey.png	1.137777778
en-US	16	2	4		ground	******	4	4	spelling_ground.png	0.691541667
en-US	16	2	5		people	******	4	4	spelling_people.png	0.5639375
en-US	16	2	6		school	******	4	4	spelling_school.png	0.735
en-US	16	2	7		square	******	4	4	spelling_square.png	1.451247166
en-US	16	3	1		cookie	******	4	4	spelling_cookie.png	1.033287982
en-US	16	3	2		orange	******	4	4	spelling_orange.png	0.965170068
en-US	16	3	3		bottle	******	4	4	spelling_bottle.png	0.763560091
en-US	16	3	4		rocket	******	4	4	spelling_rocket.png	1.056507937
en-US	16	3	5		family	******	4	4	spelling_family.png	0.762041667
en-US	16	3	6		tomato	******	4	4	spelling_tomato.png	1.184217687
en-US	16	3	7		flower	******	4	4	spelling_flower.png	0.644625
en-US	16	4	1		ground	******	4	4	spelling_ground.png	0.691541667
en-US	16	4	2		family	******	4	4	spelling_family.png	0.762041667
en-US	16	4	3		bottle	******	4	4	spelling_bottle.png	0.763560091
en-US	16	4	4		market	******	4	4	spelling_market.png	0.780541667
en-US	16	4	5		basket	******	4	4	spelling_basket.png	0.935736962
en-US	16	4	6		people	******	4	4	spelling_people.png	0.5639375
en-US	16	4	7		square	******	4	4	spelling_square.png	1.451247166
en-US	16	5	1		rocket	******	4	4	spelling_rocket.png	1.056507937
en-US	16	5	2		mirror	******	4	4	spelling_mirror.png	0
en-US	16	5	3		donkey	******	4	4	spelling_donkey.png	1.137777778
en-US	16	5	4		orange	******	4	4	spelling_orange.png	0.965170068
en-US	16	5	5		number	******	4	4	spelling_number.png	0.729916667
en-US	16	5	6		school	******	4	4	spelling_school.png	0.735
en-US	16	5	7		ground	******	4	4	spelling_ground.png	0.691541667
en-US	16	6	1		banana	******	4	4	spelling_banana.png	1.265487528
en-US	16	6	2		people	******	4	4	spelling_people.png	0.5639375
en-US	16	6	3		basket	******	4	4	spelling_basket.png	0.935736962
en-US	16	6	4		mirror	******	4	4	spelling_mirror.png	0
en-US	16	6	5		orange	******	4	4	spelling_orange.png	0.965170068
en-US	16	6	6		cookie	******	4	4	spelling_cookie.png	1.033287982
en-US	16	6	7		forest	******	4	4	spelling_forest.png	1.162517007
en-US	16	7	1		flower	******	4	4	spelling_flower.png	0.644625
en-US	16	7	2		number	******	4	4	spelling_number.png	0.729916667
en-US	16	7	3		mirror	******	4	4	spelling_mirror.png	0
en-US	16	7	4		banana	******	4	4	spelling_banana.png	1.265487528
en-US	16	7	5		family	******	4	4	spelling_family.png	0.762041667
en-US	16	7	6		school	******	4	4	spelling_school.png	0.735
en-US	16	7	7		forest	******	4	4	spelling_forest.png	1.162517007
