#languageTag	#level	#worksheet	#problemNo	#limitComboTime	#firstValue	#secondValue	#mathSign	#rightAnswer	#example1	#example2	#example3	#example4	#example5	#example6	#example7	#example8	#example9	#example10	#example11	#example12	#example13	#example14	#example15
en-US	13	1	11	4	10	8	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	13	1	12	4	10	7	+	17	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	13	1	13	4	10	6	+	16	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	13	1	14	4	10	5	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	13	1	15	4	10	4	+	14	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	1	4	10	4	+	14	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	2	4	10	3	+	13	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	3	4	10	5	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	4	4	10	7	+	17	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	5	4	10	2	+	12	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	6	4	10	8	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	7	4	10	7	+	17	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	8	4	10	5	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	9	4	10	9	+	19	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	10	4	10	0	+	10	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	11	4	10	4	+	14	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	12	4	10	3	+	13	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	13	4	10	8	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	14	4	10	5	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	1	15	4	10	9	+	19	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	1	4	10	2	+	12	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	2	4	10	5	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	3	4	10	4	+	14	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	4	4	10	7	+	17	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	5	4	10	8	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	6	4	10	3	+	13	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	7	4	10	6	+	16	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	8	4	10	1	+	11	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	9	4	10	8	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	10	4	10	9	+	19	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	11	4	10	5	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	12	4	10	3	+	13	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	13	4	10	2	+	12	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	14	4	10	8	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	14	2	15	4	10	4	+	14	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	1	4	2	10	+	12	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	2	4	5	10	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	3	4	4	10	+	14	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	4	4	7	10	+	17	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	5	4	8	10	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	6	4	3	10	+	13	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	7	4	6	10	+	16	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	8	4	1	10	+	11	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	9	4	8	10	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	10	4	9	10	+	19	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	11	4	5	10	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	12	4	3	10	+	13	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	13	4	2	10	+	12	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	14	4	8	10	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	1	15	4	4	10	+	14	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	1	4	4	10	+	14	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	2	4	3	10	+	13	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	3	4	5	10	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	4	4	7	10	+	17	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	5	4	2	10	+	12	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	6	4	8	10	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	7	4	7	10	+	17	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	8	4	5	10	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	9	4	9	10	+	19	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	10	4	0	10	+	10	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	11	4	4	10	+	14	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	12	4	3	10	+	13	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	13	4	8	10	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	14	4	5	10	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	15	2	15	4	9	10	+	19	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	16	1	1	4	12	10	-	2	1	2	3	4	5	6	7	8	9						
en-US	16	1	2	4	15	10	-	5	1	2	3	4	5	6	7	8	9						
en-US	16	1	3	4	14	10	-	4	1	2	3	4	5	6	7	8	9						
en-US	16	1	4	4	17	10	-	7	1	2	3	4	5	6	7	8	9						
en-US	16	1	5	4	18	10	-	8	1	2	3	4	5	6	7	8	9						
en-US	16	1	6	4	13	10	-	3	1	2	3	4	5	6	7	8	9						
en-US	16	1	7	4	16	10	-	6	1	2	3	4	5	6	7	8	9						
en-US	16	1	8	4	11	10	-	1	1	2	3	4	5	6	7	8	9						
en-US	16	1	9	4	18	10	-	8	1	2	3	4	5	6	7	8	9						
en-US	16	1	10	4	19	10	-	9	1	2	3	4	5	6	7	8	9						
en-US	16	1	11	4	15	10	-	5	1	2	3	4	5	6	7	8	9						
en-US	16	1	12	4	13	10	-	3	1	2	3	4	5	6	7	8	9						
en-US	16	1	13	4	12	10	-	2	1	2	3	4	5	6	7	8	9						
en-US	16	1	14	4	18	10	-	8	1	2	3	4	5	6	7	8	9						
en-US	16	1	15	4	14	10	-	4	1	2	3	4	5	6	7	8	9						
en-US	16	2	1	4	14	10	-	4	1	2	3	4	5	6	7	8	9						
en-US	16	2	2	4	13	10	-	3	1	2	3	4	5	6	7	8	9						
en-US	16	2	3	4	15	10	-	5	1	2	3	4	5	6	7	8	9						
en-US	16	2	4	4	17	10	-	7	1	2	3	4	5	6	7	8	9						
en-US	16	2	5	4	12	10	-	2	1	2	3	4	5	6	7	8	9						
en-US	16	2	6	4	18	10	-	8	1	2	3	4	5	6	7	8	9						
en-US	16	2	7	4	17	10	-	7	1	2	3	4	5	6	7	8	9						
en-US	16	2	8	4	15	10	-	5	1	2	3	4	5	6	7	8	9						
en-US	16	2	9	4	19	10	-	9	1	2	3	4	5	6	7	8	9						
en-US	16	2	10	4	11	10	-	1	1	2	3	4	5	6	7	8	9						
en-US	16	2	11	4	14	10	-	4	1	2	3	4	5	6	7	8	9						
en-US	16	2	12	4	13	10	-	3	1	2	3	4	5	6	7	8	9						
en-US	16	2	13	4	18	10	-	8	1	2	3	4	5	6	7	8	9						
en-US	16	2	14	4	16	10	-	6	1	2	3	4	5	6	7	8	9						
en-US	16	2	15	4	19	10	-	9	1	2	3	4	5	6	7	8	9						
en-US	17	1	1	4	12	5	+	17	13	14	15	16	17	18	19	20	21						
en-US	17	1	2	4	15	3	+	18	13	14	15	16	17	18	19	20	21						
en-US	17	1	3	4	14	4	+	18	13	14	15	16	17	18	19	20	21						
en-US	17	1	4	4	17	1	+	18	13	14	15	16	17	18	19	20	21						
en-US	17	1	5	4	11	6	+	17	13	14	15	16	17	18	19	20	21						
en-US	17	1	6	4	13	3	+	16	13	14	15	16	17	18	19	20	21						
en-US	17	1	7	4	16	3	+	19	13	14	15	16	17	18	19	20	21						
en-US	17	1	8	4	11	7	+	18	13	14	15	16	17	18	19	20	21						
en-US	17	1	9	4	18	1	+	19	13	14	15	16	17	18	19	20	21						
en-US	17	1	10	4	14	3	+	17	13	14	15	16	17	18	19	20	21						
en-US	17	1	11	4	15	2	+	17	13	14	15	16	17	18	19	20	21						
en-US	17	1	12	4	13	6	+	19	13	14	15	16	17	18	19	20	21						
en-US	17	1	13	4	12	4	+	16	13	14	15	16	17	18	19	20	21						
en-US	17	1	14	4	17	2	+	19	13	14	15	16	17	18	19	20	21						
en-US	17	1	15	4	14	1	+	15	13	14	15	16	17	18	19	20	21						
en-US	17	2	1	4	13	5	+	18	13	14	15	16	17	18	19	20	21						
en-US	17	2	2	4	15	3	+	18	13	14	15	16	17	18	19	20	21						
en-US	17	2	3	4	14	2	+	16	13	14	15	16	17	18	19	20	21						
en-US	17	2	4	4	16	1	+	17	13	14	15	16	17	18	19	20	21						
en-US	17	2	5	4	12	4	+	16	13	14	15	16	17	18	19	20	21						
en-US	17	2	6	4	11	7	+	18	13	14	15	16	17	18	19	20	21						
en-US	17	2	7	4	15	1	+	16	13	14	15	16	17	18	19	20	21						
en-US	17	2	8	4	18	1	+	19	13	14	15	16	17	18	19	20	21						
en-US	17	2	9	4	17	1	+	18	13	14	15	16	17	18	19	20	21						
en-US	17	2	10	4	19	0	+	19	13	14	15	16	17	18	19	20	21						
en-US	17	2	11	4	14	3	+	17	13	14	15	16	17	18	19	20	21						
en-US	17	2	12	4	16	2	+	18	13	14	15	16	17	18	19	20	21						
en-US	17	2	13	4	11	4	+	15	13	14	15	16	17	18	19	20	21						
en-US	17	2	14	4	12	3	+	15	13	14	15	16	17	18	19	20	21						
en-US	17	2	15	4	15	4	+	19	13	14	15	16	17	18	19	20	21						
en-US	18	1	1	4	19	1	-	18	10	11	12	13	14	15	16	17	18						
en-US	18	1	2	4	15	1	-	14	10	11	12	13	14	15	16	17	18						
en-US	18	1	3	4	16	1	-	15	10	11	12	13	14	15	16	17	18						
en-US	18	1	4	4	13	1	-	12	10	11	12	13	14	15	16	17	18						
en-US	18	1	5	4	17	1	-	16	10	11	12	13	14	15	16	17	18						
en-US	18	1	6	4	14	1	-	13	10	11	12	13	14	15	16	17	18						
en-US	18	1	7	4	11	1	-	10	10	11	12	13	14	15	16	17	18						
en-US	18	1	8	4	13	2	-	11	10	11	12	13	14	15	16	17	18						
en-US	18	1	9	4	18	2	-	16	10	11	12	13	14	15	16	17	18						
en-US	18	1	10	4	13	2	-	11	10	11	12	13	14	15	16	17	18						
en-US	18	1	11	4	15	2	-	13	10	11	12	13	14	15	16	17	18						
en-US	18	1	12	4	19	2	-	17	10	11	12	13	14	15	16	17	18						
en-US	18	1	13	4	16	2	-	14	10	11	12	13	14	15	16	17	18						
en-US	18	1	14	4	14	2	-	12	10	11	12	13	14	15	16	17	18						
en-US	18	1	15	4	12	2	-	10	10	11	12	13	14	15	16	17	18						
en-US	18	2	1	4	16	1	-	15	10	11	12	13	14	15	16	17	18						
en-US	18	2	2	4	14	1	-	13	10	11	12	13	14	15	16	17	18						
en-US	18	2	3	4	17	1	-	16	10	11	12	13	14	15	16	17	18						
en-US	18	2	4	4	13	1	-	12	10	11	12	13	14	15	16	17	18						
en-US	18	2	5	4	15	1	-	14	10	11	12	13	14	15	16	17	18						
en-US	18	2	6	4	12	1	-	11	10	11	12	13	14	15	16	17	18						
en-US	18	2	7	4	18	1	-	17	10	11	12	13	14	15	16	17	18						
en-US	18	2	8	4	19	2	-	17	10	11	12	13	14	15	16	17	18						
en-US	18	2	9	4	15	2	-	13	10	11	12	13	14	15	16	17	18						
en-US	18	2	10	4	14	2	-	12	10	11	12	13	14	15	16	17	18						
en-US	18	2	11	4	16	2	-	14	10	11	12	13	14	15	16	17	18						
en-US	18	2	12	4	18	2	-	16	10	11	12	13	14	15	16	17	18						
en-US	18	2	13	4	12	2	-	10	10	11	12	13	14	15	16	17	18						
en-US	18	2	14	4	17	2	-	15	10	11	12	13	14	15	16	17	18						
en-US	18	2	15	4	13	2	-	11	10	11	12	13	14	15	16	17	18						
en-US	19	1	1	4	15	3	-	12	10	11	12	13	14	15									
en-US	19	1	2	4	13	2	-	11	10	11	12	13	14	15									
en-US	19	1	3	4	12	2	-	10	10	11	12	13	14	15									
en-US	19	1	4	4	18	6	-	12	10	11	12	13	14	15									
en-US	19	1	5	4	16	4	-	12	10	11	12	13	14	15									
en-US	19	1	6	4	19	5	-	14	10	11	12	13	14	15									
en-US	19	1	7	4	15	3	-	12	10	11	12	13	14	15									
en-US	19	1	8	4	17	3	-	14	10	11	12	13	14	15									
en-US	19	1	9	4	14	1	-	13	10	11	12	13	14	15									
en-US	19	1	10	4	13	2	-	11	10	11	12	13	14	15									
en-US	19	1	11	4	19	6	-	13	10	11	12	13	14	15									
en-US	19	1	12	4	18	3	-	15	10	11	12	13	14	15									
en-US	19	1	13	4	15	4	-	11	10	11	12	13	14	15									
en-US	19	1	14	4	13	3	-	10	10	11	12	13	14	15									
en-US	19	1	15	4	14	2	-	12	10	11	12	13	14	15									
en-US	19	2	1	4	19	6	-	13	10	11	12	13	14	15									
en-US	19	2	2	4	14	2	-	12	10	11	12	13	14	15									
en-US	19	2	3	4	12	1	-	11	10	11	12	13	14	15									
en-US	19	2	4	4	18	4	-	14	10	11	12	13	14	15									
en-US	19	2	5	4	16	5	-	11	10	11	12	13	14	15									
en-US	19	2	6	4	17	4	-	13	10	11	12	13	14	15									
en-US	19	2	7	4	15	5	-	10	10	11	12	13	14	15									
en-US	19	2	8	4	13	2	-	11	10	11	12	13	14	15									
en-US	19	2	9	4	11	1	-	10	10	11	12	13	14	15									
en-US	19	2	10	4	17	3	-	14	10	11	12	13	14	15									
en-US	19	2	11	4	12	2	-	10	10	11	12	13	14	15									
en-US	19	2	12	4	16	3	-	13	10	11	12	13	14	15									
en-US	19	2	13	4	14	1	-	13	10	11	12	13	14	15									
en-US	19	2	14	4	16	4	-	12	10	11	12	13	14	15									
en-US	19	2	15	4	17	2	-	15	10	11	12	13	14	15									
en-US	20	1	1	4	1	1	+	2	1	2	3	4	5	6	7	8	9						
en-US	20	1	2	4	2	2	+	4	1	2	3	4	5	6	7	8	9						
en-US	20	1	3	4	3	3	+	6	1	2	3	4	5	6	7	8	9						
en-US	20	1	4	4	4	4	+	8	1	2	3	4	5	6	7	8	9						
en-US	20	1	5	4	5	5	+	10	10	11	12	13	14	15	16	17	18						
en-US	20	1	6	4	6	6	+	12	10	11	12	13	14	15	16	17	18						
en-US	20	1	7	4	7	7	+	14	10	11	12	13	14	15	16	17	18						
en-US	20	1	8	4	8	8	+	16	10	11	12	13	14	15	16	17	18						
en-US	20	1	9	4	9	9	+	18	10	11	12	13	14	15	16	17	18						
en-US	21	1	1	4	6	3	+	9	7	8	9	10	11	12	13	14	15						
en-US	21	1	2	4	6	4	+	10	7	8	9	10	11	12	13	14	15						
en-US	21	1	3	4	6	5	+	11	7	8	9	10	11	12	13	14	15						
en-US	21	1	4	4	6	6	+	12	7	8	9	10	11	12	13	14	15						
en-US	21	1	5	4	6	7	+	13	7	8	9	10	11	12	13	14	15						
en-US	21	1	6	4	6	8	+	14	7	8	9	10	11	12	13	14	15						
en-US	21	1	7	4	8	1	+	9	7	8	9	10	11	12	13	14	15						
en-US	21	1	8	4	8	2	+	10	7	8	9	10	11	12	13	14	15						
en-US	21	1	9	4	8	3	+	11	7	8	9	10	11	12	13	14	15						
en-US	21	1	10	4	8	4	+	12	7	8	9	10	11	12	13	14	15						
en-US	21	1	11	4	8	5	+	13	7	8	9	10	11	12	13	14	15						
en-US	21	1	12	4	5	3	+	8	7	8	9	10	11	12	13	14	15						
en-US	21	1	13	4	5	4	+	9	7	8	9	10	11	12	13	14	15						
en-US	21	1	14	4	5	6	+	11	7	8	9	10	11	12	13	14	15						
en-US	21	1	15	4	5	7	+	12	7	8	9	10	11	12	13	14	15						
en-US	21	2	1	4	7	1	+	8	7	8	9	10	11	12	13	14	15						
en-US	21	2	2	4	7	2	+	9	7	8	9	10	11	12	13	14	15						
en-US	21	2	3	4	7	3	+	10	7	8	9	10	11	12	13	14	15						
en-US	21	2	4	4	7	4	+	11	7	8	9	10	11	12	13	14	15						
en-US	21	2	5	4	7	5	+	12	7	8	9	10	11	12	13	14	15						
en-US	21	2	6	4	7	6	+	13	7	8	9	10	11	12	13	14	15						
en-US	21	2	7	4	4	6	+	10	7	8	9	10	11	12	13	14	15						
en-US	21	2	8	4	4	7	+	11	7	8	9	10	11	12	13	14	15						
en-US	21	2	9	4	4	8	+	12	7	8	9	10	11	12	13	14	15						
en-US	21	2	10	4	4	9	+	13	7	8	9	10	11	12	13	14	15						
en-US	21	2	11	4	9	1	+	10	7	8	9	10	11	12	13	14	15						
en-US	21	2	12	4	9	2	+	11	7	8	9	10	11	12	13	14	15						
en-US	21	2	13	4	9	3	+	12	7	8	9	10	11	12	13	14	15						
en-US	21	2	14	4	9	4	+	13	7	8	9	10	11	12	13	14	15						
en-US	21	2	15	4	9	5	+	14	7	8	9	10	11	12	13	14	15						
en-US	22	1	1	4	7	4	+	11	10	11	12	13	14	15									
en-US	22	1	2	4	5	7	+	12	10	11	12	13	14	15									
en-US	22	1	3	4	4	8	+	12	10	11	12	13	14	15									
en-US	22	1	4	4	9	3	+	12	10	11	12	13	14	15									
en-US	22	1	5	4	4	9	+	13	10	11	12	13	14	15									
en-US	22	1	6	4	8	4	+	12	10	11	12	13	14	15									
en-US	22	1	7	4	5	9	+	14	10	11	12	13	14	15									
en-US	22	1	8	4	6	6	+	12	10	11	12	13	14	15									
en-US	22	1	9	4	3	8	+	11	10	11	12	13	14	15									
en-US	22	1	10	4	5	6	+	11	10	11	12	13	14	15									
en-US	22	1	11	4	7	5	+	12	10	11	12	13	14	15									
en-US	22	1	12	4	6	8	+	14	10	11	12	13	14	15									
en-US	22	1	13	4	8	3	+	11	10	11	12	13	14	15									
en-US	22	1	14	4	9	5	+	14	10	11	12	13	14	15									
en-US	22	1	15	4	5	8	+	13	10	11	12	13	14	15									
en-US	22	2	1	4	6	7	+	13	10	11	12	13	14	15									
en-US	22	2	2	4	4	8	+	12	10	11	12	13	14	15									
en-US	22	2	3	4	8	3	+	11	10	11	12	13	14	15									
en-US	22	2	4	4	7	7	+	14	10	11	12	13	14	15									
en-US	22	2	5	4	3	9	+	12	10	11	12	13	14	15									
en-US	22	2	6	4	5	7	+	12	10	11	12	13	14	15									
en-US	22	2	7	4	2	9	+	11	10	11	12	13	14	15									
en-US	22	2	8	4	8	5	+	13	10	11	12	13	14	15									
en-US	22	2	9	4	9	4	+	13	10	11	12	13	14	15									
en-US	22	2	10	4	8	5	+	13	10	11	12	13	14	15									
en-US	22	2	11	4	6	8	+	14	10	11	12	13	14	15									
en-US	22	2	12	4	4	9	+	13	10	11	12	13	14	15									
en-US	22	2	13	4	5	6	+	11	10	11	12	13	14	15									
en-US	22	2	14	4	7	6	+	13	10	11	12	13	14	15									
en-US	22	2	15	4	4	7	+	11	10	11	12	13	14	15									
en-US	23	1	1	4	5	9	+	14	13	14	15	16	17	18									
en-US	23	1	2	4	8	7	+	15	13	14	15	16	17	18									
en-US	23	1	3	4	6	8	+	14	13	14	15	16	17	18									
en-US	23	1	4	4	7	9	+	16	13	14	15	16	17	18									
en-US	23	1	5	4	5	8	+	13	13	14	15	16	17	18									
en-US	23	1	6	4	8	9	+	17	13	14	15	16	17	18									
en-US	23	1	7	4	7	7	+	14	13	14	15	16	17	18									
en-US	23	1	8	4	9	7	+	16	13	14	15	16	17	18									
en-US	23	1	9	4	5	8	+	13	13	14	15	16	17	18									
en-US	23	1	10	4	6	9	+	15	13	14	15	16	17	18									
en-US	23	1	11	4	9	8	+	17	13	14	15	16	17	18									
en-US	23	1	12	4	6	7	+	13	13	14	15	16	17	18									
en-US	23	1	13	4	8	8	+	16	13	14	15	16	17	18									
en-US	23	1	14	4	7	8	+	15	13	14	15	16	17	18									
en-US	23	1	15	4	9	9	+	18	13	14	15	16	17	18									
en-US	24	1	1	4	4	16	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	1	2	4	5	15	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	1	3	4	6	14	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	1	4	4	7	13	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	1	5	4	8	12	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	1	6	4	9	11	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	1	7	4	10	10	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	1	8	4	11	9	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	1	9	4	12	8	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	1	10	4	13	7	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	1	11	4	14	6	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	1	12	4	15	5	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	1	13	4	16	4	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	1	14	4	17	3	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	1	15	4	18	2	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	2	1	4	19	1	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	2	2	4	18	2	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	2	3	4	17	3	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	2	4	4	16	4	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	2	5	4	15	5	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	2	6	4	14	6	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	2	7	4	13	7	+	20	13	14	15	16	17	18	19	20	21						
en-US	24	2	8	4	12	8	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	2	9	4	11	9	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	2	10	4	10	10	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	2	11	4	9	11	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	2	12	4	8	12	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	2	13	4	7	13	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	2	14	4	6	14	+	20	16	17	18	19	20	21	22	23	24						
en-US	24	2	15	4	5	15	+	20	16	17	18	19	20	21	22	23	24						
en-US	25	1	1	4	3	9	+	12	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	2	4	2	8	+	10	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	3	4	7	8	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	4	4	9	5	+	14	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	5	4	6	7	+	13	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	6	4	7	7	+	14	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	7	4	5	8	+	13	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	8	4	8	4	+	12	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	9	4	10	5	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	10	4	3	10	+	13	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	11	4	14	3	+	17	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	12	4	12	6	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	13	4	11	7	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	14	4	13	5	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	1	15	4	14	6	+	20	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	1	4	5	8	+	13	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	2	4	3	7	+	10	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	3	4	6	6	+	12	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	4	4	8	4	+	12	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	5	4	9	5	+	14	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	6	4	4	8	+	12	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	7	4	7	8	+	15	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	8	4	6	7	+	13	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	9	4	10	6	+	16	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	10	4	8	10	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	11	4	13	5	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	12	4	11	6	+	17	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	13	4	14	2	+	16	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	14	4	15	3	+	18	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	25	2	15	4	7	13	+	20	10	11	12	13	14	15	16	17	18	19	20	21			
en-US	26	1	1	4	12	1	-	11	7	8	9	10	11	12									
en-US	26	1	2	4	12	2	-	10	7	8	9	10	11	12									
en-US	26	1	3	4	12	3	-	9	7	8	9	10	11	12									
en-US	26	1	4	4	12	4	-	8	7	8	9	10	11	12									
en-US	26	1	5	4	12	5	-	7	7	8	9	10	11	12									
en-US	26	1	6	4	15	4	-	11	7	8	9	10	11	12									
en-US	26	1	7	4	15	5	-	10	7	8	9	10	11	12									
en-US	26	1	8	4	15	6	-	9	7	8	9	10	11	12									
en-US	26	1	9	4	15	7	-	8	7	8	9	10	11	12									
en-US	26	1	10	4	15	8	-	7	7	8	9	10	11	12									
en-US	26	1	11	4	13	1	-	12	7	8	9	10	11	12									
en-US	26	1	12	4	13	2	-	11	7	8	9	10	11	12									
en-US	26	1	13	4	13	3	-	10	7	8	9	10	11	12									
en-US	26	1	14	4	13	4	-	9	7	8	9	10	11	12									
en-US	26	1	15	4	13	5	-	8	7	8	9	10	11	12									
en-US	26	2	1	4	14	2	-	12	7	8	9	10	11	12									
en-US	26	2	2	4	14	3	-	11	7	8	9	10	11	12									
en-US	26	2	3	4	14	4	-	10	7	8	9	10	11	12									
en-US	26	2	4	4	14	5	-	9	7	8	9	10	11	12									
en-US	26	2	5	4	14	6	-	8	7	8	9	10	11	12									
en-US	26	2	6	4	11	1	-	10	7	8	9	10	11	12									
en-US	26	2	7	4	11	2	-	9	7	8	9	10	11	12									
en-US	26	2	8	4	11	3	-	8	7	8	9	10	11	12									
en-US	26	2	9	4	11	4	-	7	7	8	9	10	11	12									
en-US	26	2	10	4	13	1	-	12	7	8	9	10	11	12									
en-US	26	2	11	4	13	2	-	11	7	8	9	10	11	12									
en-US	26	2	12	4	13	3	-	10	7	8	9	10	11	12									
en-US	26	2	13	4	13	4	-	9	7	8	9	10	11	12									
