#missing_number - questionoption1: 숫자 간 간격 / questionoption2: 괄호 위치(미지정 시 랜덤) / questionoption3: ascending, descending 지정 가능, 없으면 둘 중 하나 / answerpoint1: 시작 수 세팅 (10=10의 배수, 5=5의 배수..), 없으면 랜덤                                                                                         #operations_with_objects - questionoption2: regroupingtrue시 받아올림,받아내림 강제. regroupingfalse시 받아올림, 받아내림 없음. 없으면 둘 중 하나.                                                                                         #operations_without_objects - questionoption3: vertical시 세로 연산. horizontal시 가로 연산. 없으면 둘 중 하나.                                                                                         #biggest_and_smallest - questionoption1: biggest시 가장 큰 수. smallest시 가장 작은 수.                                                                                         #bigger_and_smaller - questionoption1: bigger시 더 큰 수. smaller시 더 작은 수. / questionoption2: image, number 지정, 없으면 둘 중 하나 / questionoption3: image의 경우 lineup을 기재하면 정렬됨                                                                                         #compare_number_magnitudes - questionoption1: ascending, descending 지정 가능, 없으면 둘 중 하나 / answeroption1: 숫자 간 간격 지정, 없으면 지정하지 않음.                                                                                         #shapes - questionoption1: 질문, 음성 파일 명과 일치해야 함 / answerrange: 항목 중 답변을 하나 선택. 이미지 파일 명과 일치해야 함 / answeroption1 항목 중 보기 선택. 이미지 파일 명과 일치해야 함"														
#level	worksheet	leveltypesequence	type	templatename	questionoption1	questionoption2	questionoption3	questionoption4	questionoption5	answer	answeroption1			
PostTest_1	1	1001, 1001, 1002, 1002, 1003, 1004, 1004, 1005, 1005, 1006												
			8001	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे			300~700				
			8002	missing_number_drag	1	3	ascending			200~999				
			8003	missing_number_drag	100	4	ascending			200~999	100			
			8004	missing_number_drag	100	4	descending			100~500	100			
			8005	operations_drag	11~50+11~20=?	regroupingtrue	vertical			1~50				
			8006	operations_drag	31~50-11~20=?	regroupingtrue	vertical			1~50				
			8007	word_problem	Åæò× ·ðUUU Âæâ 6 ç·UUUUÌæÕð¢ ãñ¢Ð Áð{â ·ðUUU Âæâ 2 ç·UUUUÌæÕð¢ ãñ¢Ð ©Ù·ðUUU Âæâ âÖè ×ð¢ ç·UUUUÌÙè ç·UUUUÌæÕð¢ ãñ¢?	टॉम के पास ६ किताबें हैं। जेम्स के पास २ किताबें हैं। उनके पास सभी में कितनी किताबें हैं?				8				
			8008	word_problem	çÇ°»ô ·ðUUU  °·UUUU Åô·UUUUÚè ×ð¢ 11 ¥æ× ãñ¢Ð çÇ°»ô ¥ÂÙè ÕãÙ ·UUUUô 4 ¥æ× ÎðÌæ ãñÐ Åô·UUUUÚè ×ð¢ ç·UUUUÌÙð ¥æ× Õ¿ð ãñ¢?	डिएगो के  एक टोकरी में ११ आम हैं। डिएगो अपनी बहन को ४ आम देता है। टोकरी में कितने आम बचे हैं?				7				
			8009	word_problem	ÈýðUUUÇ 12 âæÜ ·UUUæ ãñÐ ©â·UUUæ Öæ§ü Åæò× 8 âæÜ ·UUUæ ãñÐ ÈýðUUUÇ ·UUUè ÌéÜÙæ ×ð¢ Åæò× ç·UUUUÌÙæ ÀôÅæ ãñ?	फ्रेड १२ साल का है। उसका भाई टॉम ८ साल का है। फ्रेड की तुलना में टॉम कितना छोटा है?				4				
			8010	word_problem	°·UUUU ç·UUUUâæÙ Ùð 16 ¥¢Çð §·UUUU_ð ç·UUUU°Ð ÙæàÌæ ÕÙæÙð ·ðUUU çÜ° ©âÙð 4 ¥¢Çô¢ ·UUUæ §SÌð×æÜ ç·UUUUØæÐ ©â·ðUUU Âæâ ç·UUUUÌÙð ¥¢Çð Õ¿ð ãñ¢?	एक किसान ने १६ अंडे इकठे किए। नाश्ता बनाने के लिए उसने ४ अंडों का इस्तेमाल किया। उसके पास कितने अंडे बचे हैं?				12				
MiniTest_9_1	1	91001~91003, 91004, 91005, 91006, 91007												
			91001	operations_drag	11~99+10, 20, 30, 40, 50, 60, 70, 70, 80=?		horizontal			1~100				
			91002	operations_drag	10, 20, 30, 40, 50, 60, 70, 80+11~99=?		horizontal			1~100				
			91003	operations_drag	10, 20, 30, 40, 50, 60, 70, 80, 90-5,10=?		horizontal			1~100				
			91004	operations_without_objects	2, 3, 4, 5x1~9=?		horizontal			2~45				
			91005	missing_number_drag	10	3	ascending			500~990	10			
			91006	word_problem	ÁðÙ ·ðUUU Âæâ 9 »éyÕæÚð ãñ¢Ð 6 »ýèÙ  ãñ¢ ¥æñÚ Õæ·UUUè yÜê ãñ¢Ð yÜê  »éyÕæÚð ç·UUUUÌÙð ãñ¢?	जेन के पास ९ गुब्बारे हैं। ६ ग्रीन  हैं और बाकी ब्लू हैं। ब्लू गुब्बारे कितने हैं?				3				
			91007	shapes	what	Øã ·UUUUõÙ âæ ¥æ·UUUæÚ ãñ?	यह कौन सा आकार है?			circle,square,triangle,rectangle	circle,square,triangle,rectangle			
MiniTest_9_2	1	92001~92002, 92003, 92004, 92005, 92006												
			92001	missing_number_drag	1	4	descending			100~999				
			92002	missing_number_drag	5	3	ascending			100~999	5			
			92003	operations_drag	31~50+20~50=?	regroupingfalse	vertical			1~100				
			92004	operations_drag	10~99-10=?		vertical			1~90				
			92005	operations_without_objects	6, 7, 8, 9x1~9=?		horizontal			6~81				
			92006	word_problem	°·UUUU ç·UUUUâæÙ ·ðUUU Âæâ 7 °ŒÂÜ ·ðUUU ÂðÇ¸ ÍðÐ ©âÙð ·éUUUÀ ¥æñÚ ÂðÇ¸ ¹ÚèÎð ¥æñÚ ¥Õ ©â·ðUUU Õæ» ×ð¢ 10 °ŒÂÜ ·ðUUU ÂðÇ¸ ãñ¢Ð ©âÙð ç·UUUUÌÙð °ŒÂÜ ·ðUUU ÂðÇ¸ ¹ÚèÎð?	एक किसान के पास ७ एप्पल के पेड़ थे। उसने कुछ और पेड़ खरीदे और अब उसके बाग में १० एप्पल के पेड़ हैं। उसने कितने एप्पल के पेड़ खरीदे?				3				
MiniTest_9_3	1	93001, 93002, 93003, 93004, 93005												
			93001	operations_drag	11~30+20~70=?	regroupingtrue	vertical			1~99				
			93002	operations_drag	20~70-11~30=?	regroupingtrue	vertical			1~99				
			93003	missing_number_drag	10	4	descending			100~999	10			
			93004	word_problem	ÅðçÙâ Åè× ×ð¢ 12 ç¹ÜæÇ¸è ãñ¢Ð ç¹ÜæÇ¸çØô¢ ×ð¢ âð 6 ÜÇ¸ç·UUUUØæ¢ ãñ¢Ð ·éUUUÀ ÜÇ¸·ðUUU ãñ¢Ð ç·UUUUÌÙð ÅðçÙâ ç¹ÜæÇ¸è ÜÇ¸·ðUUU ãñ¢?	टेनिस टीम में १२ खिलाड़ी हैं। खिलाडियों में से ६ लड़कियां हैं। कुछ लडक़े हैं। कितने टेनिस खिलाड़ी लडक़े हैं?				6				
			93005	shapes	what	Øã ·UUUUõÙ âæ ¥æ·UUUæÚ ãñ?	यह कौन सा आकार है?			pentagon,hexagon,parallelogram,trapezoid	pentagon,hexagon,parallelogram,trapezoid			
PostTest_9	1	9001, 9002, 9003, 9004, 9005, 9006, 9007, 9008, 9009, 9010												
			9001	operations_drag	20~70-11~30=?	regroupingtrue	vertical			1~100				
			9002	operations_drag	11~30+20~70=?	regroupingtrue	vertical			1~100				
			9003	missing_number_drag	5	4	descending			100~999	5			
			9004	missing_number_drag	3	3	ascending			1~20				
			9005	operations_without_objects	2~9x2~9=?		horizontal			4~81				
			9006	word_problem	ÂèÅÚ ·ðUUU Âæâ 4 ×æÕüËâ ãñ¢Ð âê Ùð ÂèÅÚ ·UUUUô ·éUUUÀ ¥æñÚ ×æÕüËâ çÎ° ¥æñÚ ¥Õ ©â·ðUUU Âæâ ·éUUUÜ 6 ×æÕüËâ ãñ¢Ð âê Ùð ÂèÅÚ ·UUUUô ç·UUUUÌÙð ×æÕüËâ çÎ°?	पीटर के पास ४ मार्बल्स हैं। सू ने पीटर को कुछ और मार्बल्स दिए और अब उसके पास कुल ६ मार्बल्स हैं। सू ने पीटर को कितने मार्बल्स दिए?				2				
			9007	word_problem	×ðÚð Âæâ 10 âðÕ ãñ¢Ð ×ñ¢ ·éUUUÀ âðÕ ¹æÌæ ãê¢Ð ×ðÚð Âæâ 4 âðÕ Õ¿ð ãñ¢Ð ×ñ¢Ùð ç·UUUUÌÙð âðÕ ¹æ°?	मेरे पास १० सेब हैं। मैं कुछ सेब खाता हूं। मेरे पास ४ सेब बचे हैं। मैंने कितने सेब खाए?				6				
			9008	shapes	what	Øã ·UUUUõÙ âæ ¥æ·UUUæÚ ãñ?	यह कौन सा आकार है?			cylinder,cube,sphere,cone	cylinder,cube,sphere,cone			
			9009	word_problem	°·UUUU ×Ïé×v¹è ·ðUUU 6 ÂñÚ ãôÌð ãñ¢Ð 2 ×Ïé×çv¹Øô¢ ·ðUUU ç·UUUUÌÙð ÂñÚ ãôÌð ãñ¢?	एक मधुमक्खी के ६ पैर होते हैं। २ मधुमक्खियों के कितने पैर होते हैं?				12				
			9010	word_problem	2 Õ‘¿ð 8 ç×Ææ§ü â×æÙ MUUUUÂ âð âæÛææ ·UUUUÚÌð ãñ¢Ð ÂýˆØð·UUUU Õ‘¿ð ·UUUUô ç·UUUUÌÙè ç×Ææ§ü ç×ÜÌè ãñ?	२ बच्चे ८ मिठाई समान रूप से साझा करते हैं। प्रत्येक बच्चे को कितनी मिठाई मिलती है?				4				
SpecialTest_1	1	10001, 10002, 10003, 10004, 10005												
			10001	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे			1~6	1			
			10002	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे			5~10	1			
			10003	use_magnitude_symbols	1~10	1~10	çÚQUUUU SÍæÙ ÖÚð¢Ð	 खाली स्थान भरें			2			
			10004	compare_number_magnitudes	descending	âÕâð ÕÇ¸ð âð Üð·UUUUÚ âÕâð ÀôÅð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे			1~6	1			
			10005	compare_number_magnitudes	descending	âÕâð ÕÇ¸ð âð Üð·UUUUÚ âÕâð ÀôÅð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे			5~10	1			
SpecialTest_2	1	20001, 20002, 20003, 20004, 20005												
			20001	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे			11~50				
			20002	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे			51~99				
			20003	use_magnitude_symbols	11~50	11~50	çÚQUUUU SÍæÙ ÖÚð¢Ð	 खाली स्थान भरें						
			20004	use_magnitude_symbols	11~99	11~99	çÚQUUUU SÍæÙ ÖÚð¢Ð	 खाली स्थान भरें						
			20005	compare_number_magnitudes	descending	âÕâð ÕÇ¸ð âð Üð·UUUUÚ âÕâð ÀôÅð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे			11~99				
SpecialTest_3	1	30001, 30002, 30003, 30004, 30005												
			30001	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे			100~500				
			30002	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे			100~999				
			30003	compare_number_magnitudes	descending	âÕâð ÕÇ¸ð âð Üð·UUUUÚ âÕâð ÀôÅð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे			100~500				
			30004	use_magnitude_symbols	100, 200, 300, 400, 500, 600, 700, 800, 900	100, 200, 300, 400, 500, 600, 700, 800, 900	çÚQUUUU SÍæÙ ÖÚð¢Ð	 खाली स्थान भरें						
			30005	use_magnitude_symbols	100~999	100~999	çÚQUUUU SÍæÙ ÖÚð¢Ð	 खाली स्थान भरें						
SpecialTest_4	1	40001, 40002, 40003, 40004, 40005												
			40001	missing_number_drag	1	4	ascending			1~10				
			40002	missing_number_drag	2	3	ascending			1~20	2			
			40003	missing_number_drag	1	2	ascending			1~20				
			40004	missing_number_drag	1	4	descending			1~20				
			40005	missing_number_drag	2	3	descending			1~20	2			
SpecialTest_5	1	50001, 50002, 50003, 50004, 50005												
			50001	missing_number_drag	1	4	ascending			21~99				
			50002	missing_number_drag	10	2	ascending			21~99	10			
			50003	missing_number_drag	5	3	ascending			21~99	5			
			50004	missing_number_drag	1	4	descending			21~99				
			50005	missing_number_drag	10	3	descending			21~99	10			
SpecialTest_6	1	60001, 60002, 60003, 60004, 60005												
			60001	missing_number_drag	5	4	ascending			100~999	5			
			60002	missing_number_drag	100	2	ascending			100~999	100			
			60003	missing_number_drag	10	3	ascending			100~999	10			
			60004	missing_number_drag	1	4	descending			100~999				
			60005	missing_number_drag	10	3	descending			100~999	10			
SpecialTest_7	1	70001, 70002, 70002~70003, 70003, 70004												
			70001	operations_with_objects	1~9+1~9=?		horizontal			1~9				
			70002	operations_with_objects	1~9+1~9=?		horizontal			1~9				
			70003	operations_drag	1~9+1~9=?		horizontal			1~9				
			70004	operations_drag	1~9+1~9=?		horizontal			10				
SpecialTest_8	1	80001, 80002, 80003, 80004, 80005												
			80001	operations_drag	10+1~9=?		horizontal			11~19				
			80002	operations_with_objects	11~18+1~8=?	regroupingfalse	horizontal			11~19				
			80003	operations_with_objects	1~8+11~18=?	regroupingfalse	horizontal			11~19				
			80004	operations_drag	11~18+1~8=?	regroupingfalse	horizontal			11~19				
			80005	operations_drag	1~8+11~18=?	regroupingfalse	horizontal			11~19				
SpecialTest_9	1	90001, 90002, 90003~90004, 90005~90006, 90007												
			90001	operations_with_objects	1~9+1~9=?	regroupingtrue	horizontal			11~19				
			90002	operations_drag	1~9+1~9=?	regroupingtrue	horizontal			11~19				
			90003	operations_with_objects	10~19+1~10=?		horizontal			20				
			90004	operations_with_objects	1~10+10~19=?		horizontal			20				
			90005	operations_drag	1~10+10~19=?		horizontal			20				
			90006	operations_drag	10~19+1~10=?		horizontal			20				
			90007	operations_drag	1~9+1~9=?	regroupingtrue	vertical			11~19				
SpecialTest_10	1	100001, 100002, 100003, 100004, 100005												
			100001	operations_drag	10,20,30,40,50,60,70,80,90+10,20,30,40,50,60,70,80,90=?	regroupingfalse	horizontal			30~90				
			100002	operations_drag	10,20,30,40,50,60,70,80,90+10~89=?	regroupingfalse	horizontal			20~99				
			100003	operations_drag	11~19+10~99=?	regroupingfalse	vertical			21~50				
			100004	operations_drag	11~99+10~99=?	regroupingfalse	vertical			21~99				
			100005	operations_drag	11~99+10~99=?	regroupingfalse	vertical			51~99				
SpecialTest_11	1	110001, 110002, 110003~110004, 110005, 110005												
			110001	operations_with_objects	11~19+11~19=?	regroupingtrue	vertical			20~40				
			110002	operations_drag	21~49+1~9=?	regroupingtrue	vertical			21~50				
			110003	operations_drag	11~29+11~29=?	regroupingtrue	vertical			40				
			110004	operations_drag	11~39+11~39=?	regroupingtrue	vertical			50				
			110005	operations_drag	11~39+11~39=?	regroupingtrue	vertical			21~50				
SpecialTest_12	1	120001, 120002, 120003, 120003, 120004												
			120001	operations_drag	10,20,30,40,50,60,70,80,90+10,20,30,40,50,60,70,80,90=?	regroupingtrue	horizontal			100				
			120002	operations_drag	11~89+11~89=?	regroupingtrue	vertical			100				
			120003	operations_drag	11~59+11~59=?	regroupingtrue	vertical			30~70				
			120004	operations_drag	11~89+11~89=?	regroupingtrue	vertical			71~100				
SpecialTest_13	1	130001~130010, 130001~130010, 130001~130010, 130001~130010, 130001~130010												
			130001	word_problem	ÁÕ ßã S·êUUUÜ ×ð¢ »ç‡æÌ ·UUUUÚÌè ãñ, àæðËÕè SÅæÚ çSÅ·UUUUÚ ·UUUU×æÌè ãñÐ ·UUUUÜ, àæðËÕè Ùð 4 SÅæÚ ·UUUU×æ°Ð ¥æÁ ©âÙð 3 ¥æñÚ ·UUUU×æ°Ð àæðËÕè Ùð âÖè ×ð¢ ç·UUUUÌÙð SÅæÚ ·UUUU×æ°?	जब वह स्कूल में गणित करती है, शेल्बी स्टार स्टिकर कमाती है। कल, शेल्बी ने ४ स्टार कमाए। आज उसने ३ और कमाए। शेल्बी ने सभी में कितने स्टार कमाए?				7				
			130002	word_problem	Åæò× ·ðUUU Âæâ 6 ç·UUUUÌæÕð¢ ãñ¢Ð Áð{â ·ðUUU Âæâ 2 ç·UUUUÌæÕð¢ ãñ¢Ð ©Ù·ðUUU Âæâ âÖè ×ð¢ ç·UUUUÌÙè ç·UUUUÌæÕð¢ ãñ¢?	टॉम के पास ६ किताबें हैं। जेम्स के पास २ किताबें हैं। उनके पास सभी में कितनी किताबें हैं?				8				
			130003	word_problem	ãðÜðÙ Ùð °·UUUU ÂðÇ¸ ×ð¢ 12 ¥æñÚ ÎêâÚð ÂðÇ¸ ×ð¢ 7 ÂçÿæØô¢ ·UUUUô Îð¹æÐ ©âÙð ·éUUUÜ ç·UUUUÌÙð Âÿæè Îð¹ð?	हेलेन ने एक पेड़ में १२ और दूसरे पेड़ में ७ पक्षियों को देखा। उसने कुल कितने पक्षी देखे?				19				
			130004	word_problem	°·UUUU ç·UUUUâæÙ Ùð Ü¢¿ âð ÂãÜð ×·UUUU§ü ·UUUè 5 Â¢çQUUUUØæ¡ Ü»æ§ü¢Ð ©âÙð Ü¢¿ ·ðUUU ÕæÎ 7 ¥æñÚ Â¢çQUUUUØæ¡ Ü»æ§ü¢Ð ©âÙð çÎÙ ·ðUUU ÎõÚæÙ ×·UUUU§ü ·UUUè ç·UUUUÌÙè Â¢çQUUUUØæ¡ Ü»æ§ü¢?	एक किसान ने लंच से पहले मकई की ५ पंक्तियाँ लगाईं। उसने लंच के बाद ७ और पंक्तियाँ लगाईं। उसने दिन के दौरान मकई की कितनी पंक्तियाँ लगाईं?				12				
			130005	word_problem	Õâ ×ð¢ 6 ÜÇ¸ç·UUUUØæ¢ ¥æñÚ 7 ÜÇ¸·ðUUU ãñ¢Ð Õâ ×ð¢ ç·UUUUÌÙð Õ‘¿ð ãñ¢?	बस में ६ लड़कियां और ७ लडक़े हैं। बस में कितने बच्चे हैं?				13				
			130006	word_problem	SÅñâè Ùð âéÕã 5 ×ÀçÜØæ¡ Â·UUUUÇ¸è¢Ð ©âÙð ÎôÂãÚ ×ð¢ 4 ¥æñÚ ×ÀçÜØæ¡ Â·UUUUÇ¸è¢Ð SÅñâè Ùð ·éUUUÜ ç·UUUUÌÙè ×ÀÜè Â·UUUUÇ¸è?	स्टैसी ने सुबह ५ मछलियाँ पकड़ीं। उसने दोपहर में ४ और मछलियाँ पकड़ीं। स्टैसी ने कुल कितनी मछली पकड़ी?				9				
			130007	word_problem	×æØæ Ùð ÎôÂãÚ ·ðUUU ÖôÁÙ ×ð¢ 3 Øæ× ¥æñÚ ÚæÌ ·ðUUU ¹æÙð ×ð¢ 5 Øæ× ÂÚôâðÐ çÎÙ ×ð¢ ç·UUUUÌÙð Øæ× ÂÚôâð »°?	माया ने दोपहर के भोजन में ३ याम और रात के खाने में ५ याम परोसे। दिन में कितने याम परोसे गए?				8				
			130008	word_problem	¥ÂÙð Á‹×çÎÙ ÂÚ ·UUUæ§Ü ·UUUUô 3 Ù§ü àæÅü ç×Üè¢Ð ©â·ðUUU Âæâ ÂãÜð âð ãè 5 àæÅü ÍðÐ ¥Õ ©â·ðUUU Âæâ ç·UUUUÌÙè àæÅü ãñ¢?	अपने जन्मदिन पर काइल को ३ नई शर्ट मिलीं। उसके पास पहले से ही ५ शर्ट थे। अब उसके पास कितनी शर्ट हैं?				8				
			130009	word_problem	×ñÚè °·UUUU Á‹×çÎÙ ·UUUè ÂæÅèü ·ðUUU çÜ° ÌñØæÚè ·UUUUÚ Úãè ãñÐ ©âÙð ¥æÁ âéÕã 6 »éyÕæÚð ÈéUUUÜæ° ¥æñÚ ÎéÂãÚ ·UUUUô 5 »éyÕæÚð ÈéUUUÜæ°Ð ©âÙð âÖè ×ð¢ ç·UUUUÌÙð »éyÕæÚð ÈéUUUÜæ°?	मैरी एक जन्मदिन की पार्टी के लिए तैयारी कर रही है। उसने आज सुबह ६ गुब्बारे फुलाए और दुपहर को ५ गुब्बारे फुलाए। उसने सभी में कितने गुब्बारे फुलाए?				11				
			130010	word_problem	ÎÚæÁ ×ð¢ 7 Âð¢çâÜ ãñ¢Ð ÎæÙ Ùð ÎÚæÁ ×ð¢ 9 ¥æñÚ Âð¢çâÜ Ú¹è¢Ð ÎÚæÁ ×ð¢ ç·UUUUÌÙð Âð¢çâÜ ãñ¢?	दराज में ७ पेंसिल हैं। दान ने दराज में ९ और पेंसिल रखीं। दराज में कितने पेंसिल हैं?				16				
SpecialTest_14	1	140001~140010, 140001~140010, 140001~140010, 140001~140010, 140001~140010												
			140001	word_problem	çÕÜè ·ðUUU Âæâ 2 ×æÕüËâ ãñ¢Ð ¥æòÇþð ·ðUUU Âæâ çÕÜè ·UUUè ÌéÜÙæ ×ð¢ 3 ¥çÏ·UUUU ×æÕüËâ ãñ¢Ð ¥æòÇþð ·ðUUU Âæâ ç·UUUUÌÙð ×æÕüËâ ãñ¢?	बिली के पास २ मार्बल्स हैं। ऑड्रे के पास बिली की तुलना में ३ अधिक मार्बल्स हैं। ऑड्रे के पास कितने मार्बल्स हैं?				5				
			140002	word_problem	ÕæòÕè Ùð »ñÕè ·UUUè ÌéÜÙæ ×ð¢ 3 ¥çÏ·UUUU ÂéSÌ·ð¢UUU ¹ÚèÎè¢Ð »ðyÕè Ùð °·UUUU ç·UUUUÌæÕ ¹ÚèÎèÐ ÕæòÕè Ùð ç·UUUUÌÙè ç·UUUUÌæÕð¢ ¹ÚèÎè¢?	बॉबी ने गैबी की तुलना में ३ अधिक पुस्तकें खरीदीं। गैबी ने एक किताब खरीदी। बॉबी ने कितनी किताबें खरीदीं?				4				
			140003	word_problem	¹æÙð ·UUUè ×ðÁ ÂÚ 10 ŒÜðÅð¢ ãñ¢Ð ŒÜðÅô¢ ·UUUè ÌéÜÙæ ×ð¢ 5 ¥çÏ·UUUU Üô» ãñ¢Ð ·éUUUÜ ç·UUUUÌÙð Üô» ãñ¢?	खाने की मेज पर १० प्लेटें हैं। प्लेटों की तुलना में ५ अधिक लोग हैं। कुल कितने लोग हैं?				15				
			140004	word_problem	Áñ·UUUè ·ðUUU Âæâ 9 Âð¢çâÜ ãñ¢Ð Áñ·UUUè ·ðUUU ×é·UUUæÕÜð °Ç× ·ðUUU Âæâ 5 ¥æñÚ Âð¢çâÜ ãñ¢Ð °Ç× ·ðUUU Âæâ ç·UUUUÌÙè Âð¢çâÜ ãñ¢?	जैकी के पास ९ पेंसिल हैं। जैकी के मुकाबले एडम के पास ५ और पेंसिल हैं। एडम के पास कितनी पेंसिल हैं?				14				
			140005	word_problem	Íæò×â ·ðUUU ¹ðÌ ×ð¢ 2 Õ·UUUUçÚØæ¢ ãñ¢Ð ©â·ðUUU ¹ðÌ ÂÚ Õ·UUUUçÚØô¢ ·UUUè ÌéÜÙæ ×ð¢ 6 ¥çÏ·UUUU ×éç»üØæ¢ ãñ¢Ð ©â·ðUUU Âæâ ç·UUUUÌÙè ×éç»üØæ¢ ãñ¢?	हेनरी के पास ४ डाक टिकट हैं। एरिक के पास हेनरी की तुलना में ५ अधिक डाक टिकट हैं। एरिक के पास कितने डाक टिकट हैं?				8				
			140006	word_problem	âæÚæ 5 âæÜ ·UUUè ãñÐ ©â·UUUè ÕãÙ ·ðUUUÅè âæÚæ âð 2 âæÜ ÕÇ¸è ãñÐ ·ðUUUÅè ·UUUè ©×ý ç·UUUUÌÙè ãñ?	सारा ५ साल की है। उसकी बहन केटी सारा से २ साल बड़ी है। केटी की उम्र कितनी है?				7				
			140007	word_problem	âéŸæè yÜê× ·UUUè ·UUUUÿææ ×ð¢ 14 ·éUUUçâüØæ¡ ãñ¢Ð Ÿæè ÂèÅÚ ·UUUè ·UUUUÿææ ×ð¢ 3 ¥æñÚ ·éUUUçâüØæ¡ ãñ¢Ð Ÿæè ÂèÅÚ ·UUUè ·UUUUÿææ ×ð¢ ç·UUUUÌÙè ·éUUUçâüØæ¡ ãñ¢?	सुश्री ब्लूम की कक्षा में १४ कुर्सियाँ हैं। श्री पीटर की कक्षा में ३ और कुर्सियाँ हैं। श्री पीटर की कक्षा में कितनी कुर्सियाँ हैं?				17				
			140008	word_problem	ÂæòÜ ·ðUUU Âæâ 7 ŒÜ× ãñ¢Ð ÂæòÜ ·UUUè ÌéÜÙæ ×ð¢ ÕýæØÙ ·ðUUU Âæâ 4 ¥æñÚ ŒÜ× ãñ¢Ð ÕýæØÙ ·ðUUU Âæâ ç·UUUUÌÙð ŒÜ× ãñ¢?	पॉल के पास ७ प्लम हैं। पॉल की तुलना में ब्रायन के पास ४ और प्लम हैं। ब्रायन के पास कितने प्लम हैं?				11				
			140009	word_problem	×æçÚÙ ·ðUUU Âæâ 7 »ð¢Îð¢ ãñ¢Ð °ÜðÙ ·ðUUU Âæâ ×æçÚÙ ·UUUè ÌéÜÙæ ×ð¢ 6 ¥çÏ·UUUU »ð¢Îð¢ ãñ¢Ð °ÜðÙ ·ðUUU Âæâ ç·UUUUÌÙè »ð¢Îð¢ ãñ¢?	मारिन के पास ७ गेंदें हैं। एलेन के पास मारिन की तुलना में ६ अधिक गेंदें हैं। एलेन के पास कितनी गेंदें हैं?				13				
			140010	word_problem	ÕæòÕ ·ðUUU Âæâ 4 Âð¢çâÜ ãñ¢ ¥æñÚ ©â·UUUè ÕãÙ ·ðUUU Âæâ ©ââð 8 ¥çÏ·UUUU Âð¢çâÜ ãñ¢Ð ÕæòÕ ·UUUè ÕãÙ ·ðUUU Âæâ ç·UUUUÌÙè Âð¢çâÜ ãñ¢?	बॉब के पास ४ पेंसिल हैं और उसकी बहन के पास उससे ८ अधिक पेंसिल हैं। बॉब की बहन के पास कितनी पेंसिल हैं?				12				
SpecialTest_15	1	150001~150010, 150001~150010, 150001~150010, 150001~150010, 150001~150010												
