#languageTag	#level	#worksheet	#problemNo	#sequenceType	#voiceSource	#problemSentence	#exampleNumber1	#exampleNumber2	#exampleNumber3	#exampleNumber4	#exampleWord1	#exampleWord2	#exampleWord3	#exampleWord4	#rightFormula	#rightAnswer	#objectValueA	#objectValueB	#objectValueC	#objectValueD	#equationValueA	#equationValueB	#equationSign	#equationUnknown	#objectSourceA	#objectSourceB	#objectSourceC	#objectSourceD
en-US	4	2	3	4	en_uk_d1_02.m4a	¥æÂ·ðUUU Âæâ 7 »éyÕæÚð¢ ãñ¢ ¥æñÚ ¥æÂ·ðUUU ç×˜æ ·ðUUU Âæâ 5 »éyÕæÚð¢ ãñ¢Ð ¥æÂ·ðUUU ç×˜æ ·ðUUU ×é·UUUæÕÜð ¥æÂ·ðUUU Âæâ ç·UUUUÌÙð »éyÕæÚð¢ Á¸KæÎæ ãñ¢? 	2	5	7	9	balloons	balloons	balloons	balloons	7 - 5 = <2>	1	7	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	4	2	4	4	en_uk_d1_06.m4a	Åæò× Ùð S·êUUUÜ ·ðUUU Õ»è¿ð ×ð¢ 5 ÕèÁ Ü»æ°Ð ÁðÙ Ùð 8 ÕèÁ Ü»æ°Ð Åæò× Ùð ÁðÙ ·UUUè ÌéÜÙæ ×ð¢ ç·UUUUÌÙð ·UUUU× ÕèÁ Ü»æ°?	3	5	8	10	seeds	seeds	seeds	seeds	8 - 5 = <3>	1	5	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	4	2	5	4	en_uk_d1_07.m4a	6 ÕèÅÜ ¥æñÚ 4 çÌÌçÜØæ¢ ãñ¢Ð ÕèÅÜ ·UUUè ÌéÜÙæ ×ð¢ ç·UUUUÌÙè ·UUUU× çÌÌçÜØæ¢ ãñ¢?	2	4	6	8	butterflies	butterflies	butterflies	butterflies	6 - 4 = <2>	1	6	4	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	4	3	1	4	en_uk_d1_02.m4a	¥æÂ·ðUUU Âæâ 7 »éyÕæÚð¢ ãñ¢ ¥æñÚ ¥æÂ·ðUUU ç×˜æ ·ðUUU Âæâ 5 »éyÕæÚð¢ ãñ¢Ð ¥æÂ·ðUUU ç×˜æ ·ðUUU ×é·UUUæÕÜð ¥æÂ·ðUUU Âæâ ç·UUUUÌÙð »éyÕæÚð¢ Á¸KæÎæ ãñ¢? 	2	5	7	9	balloons	balloons	balloons	balloons	7 - 5 = <2>	1	7	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	4	3	2	4	en_uk_d1_08.m4a	×æçÚØæ Ùð 3 ç·UUUUÌæÕð¢ ÂÉ¸è¢ ¥æñÚ SÅðâè Ùð 5 ç·UUUUÌæÕð¢ ÂÉ¸è¢Ð ×æçÚØæ ·UUUè ÌéÜÙæ ×ð¢ SÅðâè Ùð ç·UUUUÌÙè ’ØæÎæ ç·UUUUÌæÕð¢ ÂÉ¸è¢?	2	3	5	7	books	books	books	books	5 - 3 = <2>	1	3	5	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	4	3	3	4	en_uk_d1_03.m4a	6 Âÿæè ¥æñÚ 3 ƒæô¢âÜð ãñ¢Ð ƒæô¢âÜô¢ ·UUUè ÌéÜÙæ ×ð¢ ç·UUUUÌÙð ¥çÏ·UUUU Âÿæè ãñ¢?	3	6	9	12	birds	birds	birds	birds	6 - 3 = <3>	1	6	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	4	3	4	4	en_uk_d1_07.m4a	6 ÕèÅÜ ¥æñÚ 4 çÌÌçÜØæ¢ ãñ¢Ð ÕèÅÜ ·UUUè ÌéÜÙæ ×ð¢ ç·UUUUÌÙè ·UUUU× çÌÌçÜØæ¢ ãñ¢?	2	4	6	8	butterflies	butterflies	butterflies	butterflies	6 - 4 = <2>	1	6	4	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	4	3	5	4	en_uk_d1_05.m4a	âñ× Ùð 7 ·éUUU·UUUèÁ ¥æñÚ ÁðÙ Ùð 2 ·éUUU·UUUèÁ ¹æ§ü¢Ð âñ× ·UUUè ÌéÜÙæ ×ð¢ ÁðÙ Ùð ç·UUUUÌÙð ·UUUU× ·éUUU·UUUèÁ¸ ¹æ°?	3	5	7	9	cookies	cookies	cookies	cookies	7 - 2 = <5>	2	7	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	5	1	1	1	en_uk_a1_08.m4a	7 ÚðÇ °ŒÂÜ ¥æñÚ 2 »ýèÙ °ŒÂÜ Åô·UUUUÚè ×ð¢ ãñ¢Ð Åô·UUUUÚè ×ð¢ ç·UUUUÌÙð °ŒÂÜ ãñ¢?	6	7	8	9	apples	apples	apples	apples	7 + 2 = <9>	4	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	5	1	2	1	en_uk_a1_01.m4a	SÅñâè Ùð âéÕã 5 ×ÀçÜØæ¡ Â·UUUUÇ¸è¢Ð ©âÙð ÎôÂãÚ ×ð¢ 4 ¥æñÚ ×ÀçÜØæ¡ Â·UUUUÇ¸è¢Ð SÅñâè Ùð ·éUUUÜ ç·UUUUÌÙè ×ÀÜè Â·UUUUÇ¸è?	6	7	8	9	fish	fish	fish	fish	5 + 4 = <9>	4	5	4	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	5	1	3	1	en_uk_a1_10.m4a	¥ÂÙð Á‹×çÎÙ ÂÚ ·UUUæ§Ü ·UUUUô 3 Ù§ü àæÅü ç×Üè¢Ð ©â·ðUUU Âæâ ÂãÜð âð ãè 5 àæÅü ÍðÐ ¥Õ ©â·ðUUU Âæâ ç·UUUUÌÙè àæÅü ãñ¢?	6	7	8	9	shirts	shirts	shirts	shirts	3 + 5 = <8>	3	3	5	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	5	1	4	1	en_uk_a1_09.m4a	ãðÜðÙ Ùð °·UUUU ÂðÇ¸ ×ð¢ 12 ¥æñÚ ÎêâÚð ÂðÇ¸ ×ð¢ 7 ÂçÿæØô¢ ·UUUUô Îð¹æÐ ©âÙð ·éUUUÜ ç·UUUUÌÙð Âÿæè Îð¹ð?	17	18	19	20	birds	birds	birds	birds	12 + 7 = <19>	3	12	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	5	1	5	1	en_uk_a1_04.m4a	°·UUUU ÂæÙè ·UUUè Å¢·UUUè ×ð¢ 14 ×ÀçÜØæ¡ ãñ¢Ð ·ðUUUÚè Ùð 3 ¥æñÚ ×ÀçÜØæ¡ Å¢·UUUè ×ð¢ ÇæÜè¢Ð Å¢·UUUè ×ð¢ ç·UUUUÌÙè ×ÀçÜØæ¢ ãñ¢?	14	15	16	17	fish	fish	fish	fish	14 + 3 = <17>	4	14	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	5	2	1	1	en_uk_a1_05.m4a	Åæò× ·ðUUU Âæâ 6 ç·UUUUÌæÕð¢ ãñ¢Ð Áð{â ·ðUUU Âæâ 2 ç·UUUUÌæÕð¢ ãñ¢Ð ©Ù·ðUUU Âæâ âÖè ×ð¢ ç·UUUUÌÙè ç·UUUUÌæÕð¢ ãñ¢?	3	5	7	8	books	books	books	books	6 + 2 = <8>	4	6	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	5	2	2	1	en_uk_a1_03.m4a	ÁÕ ßã S·êUUUÜ ×ð¢ »ç‡æÌ ·UUUUÚÌè ãñ, àæðËÕè SÅæÚ çSÅ·UUUUÚ ·UUUU×æÌè ãñÐ ·UUUUÜ, àæðËÕè Ùð 4 SÅæÚ ·UUUU×æ°Ð ¥æÁ ©âÙð 3 ¥æñÚ ·UUUU×æ°Ð àæðËÕè Ùð âÖè ×ð¢ ç·UUUUÌÙð SÅæÚ ·UUUU×æ°?	6	7	8	9	stars	stars	stars	stars	4 + 3 = <7>	2	4	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	5	2	3	1	en_uk_a1_08.m4a	7 ÚðÇ °ŒÂÜ ¥æñÚ 2 »ýèÙ °ŒÂÜ Åô·UUUUÚè ×ð¢ ãñ¢Ð Åô·UUUUÚè ×ð¢ ç·UUUUÌÙð °ŒÂÜ ãñ¢?	6	7	8	9	apples	apples	apples	apples	7 + 2 = <9>	4	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	5	2	4	1	en_uk_a1_04.m4a	°·UUUU ÂæÙè ·UUUè Å¢·UUUè ×ð¢ 14 ×ÀçÜØæ¡ ãñ¢Ð ·ðUUUÚè Ùð 3 ¥æñÚ ×ÀçÜØæ¡ Å¢·UUUè ×ð¢ ÇæÜè¢Ð Å¢·UUUè ×ð¢ ç·UUUUÌÙè ×ÀçÜØæ¢ ãñ¢?	14	15	16	17	fish	fish	fish	fish	14 + 3 = <17>	4	14	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	5	2	5	1	en_uk_a1_09.m4a	ãðÜðÙ Ùð °·UUUU ÂðÇ¸ ×ð¢ 12 ¥æñÚ ÎêâÚð ÂðÇ¸ ×ð¢ 7 ÂçÿæØô¢ ·UUUUô Îð¹æÐ ©âÙð ·éUUUÜ ç·UUUUÌÙð Âÿæè Îð¹ð?	17	18	19	20	birds	birds	birds	birds	12 + 7 = <19>	3	12	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	6	1	1	4	en_uk_d3_03.m4a	ãðÙÚè ·ðUUU Âæâ 4 Çæ·UUUU çÅ·UUUUÅ ãñ¢Ð °çÚ·UUUU ·ðUUU Âæâ ãðÙÚè ·UUUè ÌéÜÙæ ×ð¢ 5 ¥çÏ·UUUU Çæ·UUUU çÅ·UUUUÅ ãñ¢Ð °çÚ·UUUU ·ðUUU Âæâ ç·UUUUÌÙð Çæ·UUUU çÅ·UUUUÅ ãñ¢?	4	5	9	11	stamps	stamps	stamps	stamps	4 + 5 = <9>	3	4	9	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	6	1	2	4	en_uk_d3_06.m4a	ÂéSÌ·UUUæÜØ ×ð¢ S·êUUUÜ ·UUUæØæüÜØ ·UUUè ÌéÜÙæ ×ð¢ 5 ¥çÏ·UUUU ÅðÕÜ ãñ¢Ð S·êUUUÜ ·ðUUU ·UUUæØæüÜØ ×ð¢ 2 ÅðÕÜ ãñ¢Ð ÂéSÌ·UUUæÜØ ×ð¢ ç·UUUUÌÙð ÅðÕÜ ãñ¢?	5	7	9	11	tables	tables	tables	tables	2 + 5 = <7>	2	7	2	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	6	1	3	4	en_uk_d3_08.m4a	S·êUUUÜ ×ð¢ Îô ¹ôØæ-ÂæØæ Õvâð ãñ¢Ð ÂãÜð Õvâð ×ð¢, 5 ÅôÂè ãñ¢Ð ÎêâÚð Õæòvâ ×ð¢, ÂãÜð Õæòvâ ·UUUè ÌéÜÙæ ×ð¢ 4 ¥çÏ·UUUU ÅôÂè ãñ¢Ð ÎêâÚð Õæòvâ ×ð¢ ç·UUUUÌÙè ÅôçÂØæ¡ ãñ¢?	5	9	14	15	hats	hats	hats	hats	5 + 4 = <9>	2	5	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	6	1	4	4	en_uk_d3_09.m4a	¹æÙð ·UUUè ×ðÁ ÂÚ 10 ŒÜðÅð¢ ãñ¢Ð ŒÜðÅô¢ ·UUUè ÌéÜÙæ ×ð¢ 5 ¥çÏ·UUUU Üô» ãñ¢Ð ·éUUUÜ ç·UUUUÌÙð Üô» ãñ¢?	10	15	20	25	people	people	people	people	10 + 5 = <15>	2	10	15	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	6	1	5	4	en_uk_d3_10.m4a	âéŸæè yÜê× ·UUUè ·UUUUÿææ ×ð¢ 14 ·éUUUçâüØæ¡ ãñ¢Ð Ÿæè ÂèÅÚ ·UUUè ·UUUUÿææ ×ð¢ 3 ¥æñÚ ·éUUUçâüØæ¡ ãñ¢Ð Ÿæè ÂèÅÚ ·UUUè ·UUUUÿææ ×ð¢ ç·UUUUÌÙè ·éUUUçâüØæ¡ ãñ¢?	11	14	17	20	chairs	chairs	chairs	chairs	14 + 3 = <17>	3	14	17	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	6	2	1	4	en_uk_d3_07.m4a	Íæò×â ·ðUUU ¹ðÌ ×ð¢ 2 Õ·UUUUçÚØæ¢ ãñ¢Ð ©â·ðUUU ¹ðÌ ÂÚ Õ·UUUUçÚØô¢ ·UUUè ÌéÜÙæ ×ð¢ 6 ¥çÏ·UUUU ×éç»üØæ¢ ãñ¢Ð ©â·ðUUU Âæâ ç·UUUUÌÙè ×éç»üØæ¢ ãñ¢?	2	6	8	12	chickens	chickens	chickens	chickens	2 + 6 = <8>	3	2	8	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	6	2	2	4	en_uk_d3_05.m4a	ÇèÙÙæ ·ðUUU Âæâ ÈUUUUÌõ âð 5 ’ØæÎæ ÂãðçÜØæ¢ ãñ¢Ð ÈUUUUÌõ ·ðUUU Âæâ 3 ÂãðçÜØæ¢ ãñ¢Ð ÇèÙÙæ ·ðUUU Âæâ ç·UUUUÌÙè ÂãðçÜØæ¢ ãñ¢?	6	7	8	9	puzzles	puzzles	puzzles	puzzles	3 + 5 = <8>	3	8	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	6	2	3	4	en_uk_d3_02.m4a	çÕÜè ·ðUUU Âæâ 2 ×æÕüËâ ãñ¢Ð ¥æòÇþð ·ðUUU Âæâ çÕÜè ·UUUè ÌéÜÙæ ×ð¢ 3 ¥çÏ·UUUU ×æÕüËâ ãñ¢Ð ¥æòÇþð ·ðUUU Âæâ ç·UUUUÌÙð ×æÕüËâ ãñ¢?	2	3	5	8	marbles	marbles	marbles	marbles	2 + 3 = <5>	3	2	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	6	2	4	4	en_uk_d3_10.m4a	âéŸæè yÜê× ·UUUè ·UUUUÿææ ×ð¢ 14 ·éUUUçâüØæ¡ ãñ¢Ð Ÿæè ÂèÅÚ ·UUUè ·UUUUÿææ ×ð¢ 3 ¥æñÚ ·éUUUçâüØæ¡ ãñ¢Ð Ÿæè ÂèÅÚ ·UUUè ·UUUUÿææ ×ð¢ ç·UUUUÌÙè ·éUUUçâüØæ¡ ãñ¢?	11	14	17	20	chairs	chairs	chairs	chairs	14 + 3 = <17>	3	14	17	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	6	2	5	4	en_uk_d3_09.m4a	¹æÙð ·UUUè ×ðÁ ÂÚ 10 ŒÜðÅð¢ ãñ¢Ð ŒÜðÅô¢ ·UUUè ÌéÜÙæ ×ð¢ 5 ¥çÏ·UUUU Üô» ãñ¢Ð ·éUUUÜ ç·UUUUÌÙð Üô» ãñ¢?	10	15	20	25	people	people	people	people	10 + 5 = <15>	2	10	15	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	7	1	1	2	en_uk_b1_04.m4a	ãñÙæ 8 ÚôçÅØæ¡ ÕÙæÌè ãñÐ ßã ¥ÂÙð Öæ§ü ·UUUUô 3 ÚôçÅØæ¡ ÎðÌè ãñÐ ©â·ðUUU Âæâ ç·UUUUÌÙè ÚôçÅØæ¡ Õ¿è ãñ¢?	8	7	6	5	loaves	loaves	loaves	loaves	8 - 3 = <5>	4	8	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	7	1	2	2	en_uk_b1_05.m4a	ç×ËÜè ·ðUUU 9 ·¢UUU»Ù ãñ¢Ð ßã ©Ù×ð¢ âð 2 ¹ô ÎðÌè ãñÐ ç×ËÜè ·ðUUU Âæâ ¥Ö ç·UUUUÌÙð ·¢UUU»Ù Õ¿ð ãñ¢?	9	7	5	3	bracelets	bracelets	bracelets	bracelets	9 - 2 = <7>	2	9	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	7	1	3	2	en_uk_b1_10.m4a	¥æâ×æÙ ×ð¢ 9 ÂÌ¢»ð¢ ©Ç¸ Úãè ãñ¢Ð °·UUUU ãßæ 3 ÂÌ¢»ô¢ ·UUUUô Á×èÙ ÂÚ ç»Úæ ÎðÌè ãñÐ ç·UUUUÌÙè ÂÌ¢»ð¢ ¥Öè Öè ¥æâ×æÙ ×ð¢ ©Ç¸ Úãè ãñ¢?	5	6	7	8	kites	kites	kites	kites	9 - 3 = <6>	2	9	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	7	1	4	2	en_uk_b1_06.m4a	°·UUUU ç·UUUUâæÙ Ùð 16 ¥¢Çð §·UUUU_ð ç·UUUU°Ð ÙæàÌæ ÕÙæÙð ·ðUUU çÜ° ©âÙð 4 ¥¢Çô¢ ·UUUæ §SÌð×æÜ ç·UUUUØæÐ ©â·ðUUU Âæâ ç·UUUUÌÙð ¥¢Çð Õ¿ð ãñ¢?	11	12	13	14	eggs	eggs	eggs	eggs	16 - 4 = <12>	2	16	4	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	7	1	5	2	en_uk_b1_09.m4a	°·UUUU ÕæÇ¸ ÂÚ 12 çÕçËÜØæ¡ ãñ¢Ð 1 çÕËÜè ÕæÇ¸ âð Ùè¿ð ·êUUUÎÌè ãñÐ ¥Õ ç·UUUUÌÙè çÕçËÜØæ¡ ÕæÇ¸ ÂÚ ãñ¢?	11	12	13	14	cats	cats	cats	cats	12 - 1 = <11>	1	12	1	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	7	2	1	2	en_uk_b1_07.m4a	Üêâè ·ðUUU Âæâ 8 Âð¢çâÜ ãñ¢Ð ßã ©Ù×ð¢ âð 7 ·UUUUô ¹ô ÎðÌè ãñÐ Üêâè ·ðUUU ¥æÂâ ¥Ö ç·UUUUÌÙè Âð¢çâÜ Õ¿è ãñ¢?	1	2	3	4	pencil	pencils	pencils	pencils	8 - 7 = <1>	1	8	7	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	7	2	2	2	en_uk_b1_10.m4a	¥æâ×æÙ ×ð¢ 9 ÂÌ¢»ð¢ ©Ç¸ Úãè ãñ¢Ð °·UUUU ãßæ 3 ÂÌ¢»ô¢ ·UUUUô Á×èÙ ÂÚ ç»Úæ ÎðÌè ãñÐ ç·UUUUÌÙè ÂÌ¢»ð¢ ¥Öè Öè ¥æâ×æÙ ×ð¢ ©Ç¸ Úãè ãñ¢?	5	6	7	8	kites	kites	kites	kites	9 - 3 = <6>	2	9	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	7	2	3	2	en_uk_b1_02.m4a	°Ùæ ·ðUUU Âæâ 7 ·éUUU·UUUèÁ ãñ¢Ð ßã ©Ù×ð¢ âð 2 ¹æÌè ãñÐ ©â·ðUUU Âæâ ç·UUUUÌÙè ·éUUU·UUUèÁ¸ Õ¿è ãñ¢?	3	4	5	6	cookies	cookies	cookies	cookies	7 - 2 = <5>	3	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	7	2	4	2	en_uk_b1_09.m4a	°·UUUU ÕæÇ¸ ÂÚ 12 çÕçËÜØæ¡ ãñ¢Ð 1 çÕËÜè ÕæÇ¸ âð Ùè¿ð ·êUUUÎÌè ãñÐ ¥Õ ç·UUUUÌÙè çÕçËÜØæ¡ ÕæÇ¸ ÂÚ ãñ¢?	11	12	13	14	cats	cats	cats	cats	12 - 1 = <11>	1	12	1	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	7	2	5	2	en_uk_b1_06.m4a	°·UUUU ç·UUUUâæÙ Ùð 16 ¥¢Çð §·UUUU_ð ç·UUUU°Ð ÙæàÌæ ÕÙæÙð ·ðUUU çÜ° ©âÙð 4 ¥¢Çô¢ ·UUUæ §SÌð×æÜ ç·UUUUØæÐ ©â·ðUUU Âæâ ç·UUUUÌÙð ¥¢Çð Õ¿ð ãñ¢?	11	12	13	14	eggs	eggs	eggs	eggs	16 - 4 = <12>	2	16	4	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	8	1	1	5	en_uk_c1_03.m4a	ÁðÙ ¥æñÚ Áô ·ðUUU 5 Õ‘¿ð ãñ¢Ð ©Ù×ð¢ âð 2 ÕðÅð ãñ¢Ð ©Ù·UUUè ç·UUUUÌÙè ÕðçÅØæ¡ ãñ¢?	2	3	4	5	daughters	daughters	daughters	daughters	5 = 2 + <3>	2	2	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	1	2	5	en_uk_c1_06.m4a	çÕýÅÙè ·UUUè ¥Ü×æÚè ×ð¢ 7 àæÅü ãñ¢Ð ©Ù×ð¢ âð 3 ÙèÜð ãñ¢ ¥æñÚ Õæ·UUUè ãÚð ãñ¢Ð ©â·ðUUU Âæâ ç·UUUUÌÙè ãÚè àæÅü ãñ?	3	4	5	6	green shirts	green shirts	green shirts	green shirts	7 = 3 + <4>	2	3	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	1	3	5	en_uk_c1_01.m4a	°·UUUU ·UUUUÿææ ×ð¢ 9 Õ‘¿ð ãñ¢Ð ©Ù×ð¢ âð 6 ÜÇ¸·ðUUU ãñ¢Ð ·UUUUÿææ ×ð¢ ç·UUUUÌÙè ÜÇ¸ç·UUUUØæ¡ ãñ¢?	3	6	9	12	girls	girls	girls	girls	9 = 6 + <3>	1	6	3	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	8	1	4	5	en_uk_c1_10.m4a	ãæÂüÚ ¥æñÚ ÚðßðÙ Ùð °·UUUU âæÍ 8 ÌSßèÚð¢ ¹è¢¿è¢Ð ãæÂüÚ Ùð 3 ÌSßèÚð¢ ¹è¢¿ðÐ ÚðßðÙ Ùð ç·UUUUÌÙð ÌSßèÚð¢ ¹è¢¿ð?	3	5	8	11	pictures	pictures	pictures	pictures	8 = 3 + <5>	2	3	5	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	8	1	5	5	en_uk_c1_07.m4a	·ðUUUÅè ¥æñÚ ©â·ðUUU Öæ§ü Ùð 6 ¥æ×ô¢ ·UUUUô ©ÆæØæÐ ·ðUUUÅè Ùð 4 ¥æ× ©Ææ°Ð ©â·ðUUU Öæ§ü Ùð ç·UUUUÌÙð ¥æ× ©Ææ°?	2	4	6	8	mangos	mangos	mangos	mangos	6 = 4 + <2>	1	4	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	8	2	1	5	en_uk_c1_04.m4a	ÁðÙ ·ðUUU Âæâ 9 »éyÕæÚð ãñ¢Ð 6 »ýèÙ  ãñ¢ ¥æñÚ Õæ·UUUè yÜê ãñ¢Ð yÜê  »éyÕæÚð ç·UUUUÌÙð ãñ¢?	2	3	4	5	balloons	balloons	balloons	balloons	9 = 6 + <3>	2	6	3	0	0					wordwindow-stone-green.png	wordwindow-stone-blue.png		
en-US	8	2	2	5	en_uk_c1_07.m4a	·ðUUUÅè ¥æñÚ ©â·ðUUU Öæ§ü Ùð 6 ¥æ×ô¢ ·UUUUô ©ÆæØæÐ ·ðUUUÅè Ùð 4 ¥æ× ©Ææ°Ð ©â·ðUUU Öæ§ü Ùð ç·UUUUÌÙð ¥æ× ©Ææ°?	2	4	6	8	mangos	mangos	mangos	mangos	6 = 4 + <2>	1	4	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	8	2	3	5	en_uk_c1_09.m4a	×æ§·UUUUÜ ·UUUè çÕËÜè ·ðUUU 9 Õ‘¿ð ÍðÐ ©Ù×ð¢ âð 5 ßæ§Å ãñ¢ ¥æñÚ Õæ·UUUè »ýð ãñ¢Ð çÕËÜè ·ðUUU ç·UUUUÌÙð »ýð Õ‘¿ð Íð?	2	4	7	9	kittens	kittens	kittens	kittens	9 = 5 + <4>	2	5	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	8	2	4	5	en_uk_c1_02.m4a	âéŸæè Áô‹â Ùð ¿èÙè ·ðUUU 8 Õñ» ·UUUæ ¥æÎðàæ çÎØæÐ ¥æÁ 5 Õñ‚â »°¡Ð Õæ·UUUè ·UUUUÜ Âãé¢¿æ° Áæ°¢»ðÐ ·UUUUÜ ¿èÙè ·ðUUU ç·UUUUÌÙð Õñ» ¥æØð¢»ð¢?	2	3	5	8	bags	bags	bags	bags	8 = 5 + <3>	2	5	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	8	2	5	5	en_uk_c1_03.m4a	ÁðÙ ¥æñÚ Áô ·ðUUU 5 Õ‘¿ð ãñ¢Ð ©Ù×ð¢ âð 2 ÕðÅð ãñ¢Ð ©Ù·UUUè ç·UUUUÌÙè ÕðçÅØæ¡ ãñ¢?	2	3	4	5	daughters	daughters	daughters	daughters	5 = 2 + <3>	2	2	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	3	1	5	en_uk_c1_05.m4a	°·UUUU Õæòvâ ×ð¢ 4 »ð¢Îð¢ ãñ¢Ð ©Ù×ð¢ âð 2 ÈéUUUÅÕæòÜ ãñ¢ ¥æñÚ Õæ·UUUè ÕæS·ðUUUÅ ÕæòÜ ãñ¢Ð ÕæS·ðUUUÅÕæÜ ç·UUUUÌÙð ãñ¢?	2	4	6	8	basketballs	basketballs	basketballs	basketballs	4 = 2 + <2>	1	2	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	8	3	2	5	en_uk_c1_08.m4a	¥ÙèÌæ ·ðUUU Âæâ 5 ç·UUUUÌæÕð¢ ãñ¢Ð ©Ù×ð¢ âð 3 çß™ææÙ ·UUUè ç·UUUUÌæÕð¢ ãñ¢ ¥æñÚ Õæ·UUUè SÅôÚèÕé·UUUU ãñ¢Ð SÅôÚèÕé·UUUU ç·UUUUÌÙè ãñ¢?	2	3	4	5	storybooks	storybooks	storybooks	storybooks	5 = 3 + <2>	1	3	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	8	3	3	5	en_uk_c1_10.m4a	ãæÂüÚ ¥æñÚ ÚðßðÙ Ùð °·UUUU âæÍ 8 ÌSßèÚð¢ ¹è¢¿è¢Ð ãæÂüÚ Ùð 3 ÌSßèÚð¢ ¹è¢¿ðÐ ÚðßðÙ Ùð ç·UUUUÌÙð ÌSßèÚð¢ ¹è¢¿ð?	3	5	8	11	pictures	pictures	pictures	pictures	8 = 3 + <5>	2	3	5	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	8	3	4	5	en_uk_c1_06.m4a	çÕýÅÙè ·UUUè ¥Ü×æÚè ×ð¢ 7 àæÅü ãñ¢Ð ©Ù×ð¢ âð 3 ÙèÜð ãñ¢ ¥æñÚ Õæ·UUUè ãÚð ãñ¢Ð ©â·ðUUU Âæâ ç·UUUUÌÙè ãÚè àæÅü ãñ?	3	4	5	6	green shirts	green shirts	green shirts	green shirts	7 = 3 + <4>	2	3	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
