#missing_number - questionoption1: 숫자 간 간격 / questionoption2: 괄호 위치(미지정 시 랜덤) / questionoption3: ascending, descending 지정 가능, 없으면 둘 중 하나 / answerpoint1: 시작 수 세팅 (10=10의 배수, 5=5의 배수..), 없으면 랜덤                                                                                         #operations_with_objects - questionoption2: regroupingtrue시 받아올림,받아내림 강제. regroupingfalse시 받아올림, 받아내림 없음. 없으면 둘 중 하나.                                                                                         #operations_without_objects - questionoption3: vertical시 세로 연산. horizontal시 가로 연산. 없으면 둘 중 하나.                                                                                         #biggest_and_smallest - questionoption1: biggest시 가장 큰 수. smallest시 가장 작은 수.                                                                                         #bigger_and_smaller - questionoption1: bigger시 더 큰 수. smaller시 더 작은 수. / questionoption2: image, number 지정, 없으면 둘 중 하나 / questionoption3: image의 경우 lineup을 기재하면 정렬됨                                                                                         #compare_number_magnitudes - questionoption1: ascending, descending 지정 가능, 없으면 둘 중 하나 / answeroption1: 숫자 간 간격 지정, 없으면 지정하지 않음.                                                                                         #shapes - questionoption1: 질문, 음성 파일 명과 일치해야 함 / answerrange: 항목 중 답변을 하나 선택. 이미지 파일 명과 일치해야 함 / answeroption1 항목 중 보기 선택. 이미지 파일 명과 일치해야 함"														
#level	worksheet	leveltypesequence	type	templatename	questionoption1	questionoption2	questionoption3	questionoption4	questionoption5	answer	answeroption1			
PostTest_1	1	1001, 1001, 1002, 1002, 1003, 1004, 1004, 1005, 1005, 1006												
			9008	shapes	what	यह कौन सा आकार है?	यह कौन सा आकार है?			cylinder,cube,sphere,cone	cylinder,cube,sphere,cone			
			9009	word_problem	एक मधुमक्खी के ६ पैर होते हैं। २ मधुमक्खियों के कितने पैर होते हैं?	एक मधुमक्खी के ६ पैर होते हैं। २ मधुमक्खियों के कितने पैर होते हैं?				12				
			9010	word_problem	२ बच्चे ८ मिठाई समान रूप से साझा करते हैं। प्रत्येक बच्चे को कितनी मिठाई मिलती है?	२ बच्चे ८ मिठाई समान रूप से साझा करते हैं। प्रत्येक बच्चे को कितनी मिठाई मिलती है?				4				
SpecialTest_1	1	10001, 10002, 10003, 10004, 10005												
			10001	compare_number_magnitudes	ascending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			1~6	1			
			10002	compare_number_magnitudes	ascending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			5~10	1			
			10003	use_magnitude_symbols	1~10	1~10	खाली स्थान भरें।	 खाली स्थान भरें।			2			
			10004	compare_number_magnitudes	descending	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे।	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे।			1~6	1			
			10005	compare_number_magnitudes	descending	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे।	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे।			5~10	1			
SpecialTest_2	1	20001, 20002, 20003, 20004, 20005												
			20001	compare_number_magnitudes	ascending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			11~50				
			20002	compare_number_magnitudes	ascending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			51~99				
			20003	use_magnitude_symbols	11~50	11~50	खाली स्थान भरें।	 खाली स्थान भरें।						
			20004	use_magnitude_symbols	11~99	11~99	खाली स्थान भरें।	 खाली स्थान भरें।						
			20005	compare_number_magnitudes	descending	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे।	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे।			11~99				
SpecialTest_3	1	30001, 30002, 30003, 30004, 30005												
			30001	compare_number_magnitudes	ascending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			100~500				
			30002	compare_number_magnitudes	ascending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			100~999				
			30003	compare_number_magnitudes	descending	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे।	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे।			100~500				
			30004	use_magnitude_symbols	100, 200, 300, 400, 500, 600, 700, 800, 900	100, 200, 300, 400, 500, 600, 700, 800, 900	 खाली स्थान भरें।	 खाली स्थान भरें।						
			30005	use_magnitude_symbols	100~999	100~999	 खाली स्थान भरें।	 खाली स्थान भरें।						
SpecialTest_4	1	40001, 40002, 40003, 40004, 40005												
			40001	missing_number_drag	1	4	ascending			1~10				
			40002	missing_number_drag	2	3	ascending			1~20	2			
			40003	missing_number_drag	1	2	ascending			1~20				
			40004	missing_number_drag	1	4	descending			1~20				
			40005	missing_number_drag	2	3	descending			1~20	2			
SpecialTest_5	1	50001, 50002, 50003, 50004, 50005												
			50001	missing_number_drag	1	4	ascending			21~99				
			50002	missing_number_drag	10	2	ascending			21~99	10			
			50003	missing_number_drag	5	3	ascending			21~99	5			
			50004	missing_number_drag	1	4	descending			21~99				
			50005	missing_number_drag	10	3	descending			21~99	10			
SpecialTest_6	1	60001, 60002, 60003, 60004, 60005												
			60001	missing_number_drag	5	4	ascending			100~999	5			
			60002	missing_number_drag	100	2	ascending			100~999	100			
			60003	missing_number_drag	10	3	ascending			100~999	10			
			60004	missing_number_drag	1	4	descending			100~999				
			60005	missing_number_drag	10	3	descending			100~999	10			
SpecialTest_7	1	70001, 70002, 70002~70003, 70003, 70004												
			70001	operations_with_objects	1~9+1~9=?		horizontal			1~9				
			70002	operations_with_objects	1~9+1~9=?		horizontal			1~9				
			70003	operations_drag	1~9+1~9=?		horizontal			1~9				
			70004	operations_drag	1~9+1~9=?		horizontal			10				
SpecialTest_8	1	80001, 80002, 80003, 80004, 80005												
			80001	operations_drag	10+1~9=?		horizontal			11~19				
			80002	operations_with_objects	11~18+1~8=?	regroupingfalse	horizontal			11~19				
			80003	operations_with_objects	1~8+11~18=?	regroupingfalse	horizontal			11~19				
			80004	operations_drag	11~18+1~8=?	regroupingfalse	horizontal			11~19				
			80005	operations_drag	1~8+11~18=?	regroupingfalse	horizontal			11~19				
SpecialTest_9	1	90001, 90002, 90003~90004, 90005~90006, 90007												
			90001	operations_with_objects	1~9+1~9=?	regroupingtrue	horizontal			11~19				
			90002	operations_drag	1~9+1~9=?	regroupingtrue	horizontal			11~19				
			90003	operations_with_objects	10~19+1~10=?		horizontal			20				
			90004	operations_with_objects	1~10+10~19=?		horizontal			20				
			90005	operations_drag	1~10+10~19=?		horizontal			20				
			90006	operations_drag	10~19+1~10=?		horizontal			20				
			90007	operations_drag	1~9+1~9=?	regroupingtrue	vertical			11~19				
SpecialTest_10	1	100001, 100002, 100003, 100004, 100005												
			100001	operations_drag	10,20,30,40,50,60,70,80,90+10,20,30,40,50,60,70,80,90=?	regroupingfalse	horizontal			30~90				
			100002	operations_drag	10,20,30,40,50,60,70,80,90+10~89=?	regroupingfalse	horizontal			20~99				
			100003	operations_drag	11~19+10~99=?	regroupingfalse	vertical			21~50				
			100004	operations_drag	11~99+10~99=?	regroupingfalse	vertical			21~99				
			100005	operations_drag	11~99+10~99=?	regroupingfalse	vertical			51~99				
SpecialTest_11	1	110001, 110002, 110003~110004, 110005, 110005												
			110001	operations_with_objects	11~19+11~19=?	regroupingtrue	vertical			20~40				
			110002	operations_drag	21~49+1~9=?	regroupingtrue	vertical			21~50				
			110003	operations_drag	11~29+11~29=?	regroupingtrue	vertical			40				
			110004	operations_drag	11~39+11~39=?	regroupingtrue	vertical			50				
			110005	operations_drag	11~39+11~39=?	regroupingtrue	vertical			21~50				
SpecialTest_12	1	120001, 120002, 120003, 120003, 120004												
			120001	operations_drag	10,20,30,40,50,60,70,80,90+10,20,30,40,50,60,70,80,90=?	regroupingtrue	horizontal			100				
			120002	operations_drag	11~89+11~89=?	regroupingtrue	vertical			100				
			120003	operations_drag	11~59+11~59=?	regroupingtrue	vertical			30~70				
			120004	operations_drag	11~89+11~89=?	regroupingtrue	vertical			71~100				
SpecialTest_13	1	130001~130010, 130001~130010, 130001~130010, 130001~130010, 130001~130010												
			130001	word_problem	जब वह स्कूल में गणित करती है, अनु स्टार स्टिकर कमाती है। कल, अनु ने ४ स्टार कमाए। आज उसने ३ और कमाए। अनु ने सभी में कितने स्टार कमाए?	जब वह स्कूल में गणित करती है, अनु स्टार स्टिकर कमाती है। कल, अनु ने ४ स्टार कमाए। आज उसने ३ और कमाए। अनु ने सभी में कितने स्टार कमाए?				7				
			130002	word_problem	दीपेश के पास ६ किताबें हैं। कार्तिक के पास २ किताबें हैं। उनके पास सभी में कितनी किताबें हैं?	दीपेश के पास ६ किताबें हैं। कार्तिक के पास २ किताबें हैं। उनके पास सभी में कितनी किताबें हैं?				8				
			130003	word_problem	राधा ने एक पेड़ में १२ और दूसरे पेड़ में ७ पक्षियों को देखा। उसने कुल कितने पक्षी देखे?	राधा ने एक पेड़ में १२ और दूसरे पेड़ में ७ पक्षियों को देखा। उसने कुल कितने पक्षी देखे?				19				
			130004	word_problem	एक किसान ने लंच से पहले मकई की ५ पंक्तियाँ लगाईं। उसने लंच के बाद ७ और पंक्तियाँ लगाईं। उसने दिन के दौरान मकई की कितनी पंक्तियाँ लगाईं?	एक किसान ने लंच से पहले मकई की ५ पंक्तियाँ लगाईं। उसने लंच के बाद ७ और पंक्तियाँ लगाईं। उसने दिन के दौरान मकई की कितनी पंक्तियाँ लगाईं?				12				
			130005	word_problem	बस में ६ लड़कियां और ७ लडक़े हैं। बस में कितने बच्चे हैं?	बस में ६ लड़कियां और ७ लडक़े हैं। बस में कितने बच्चे हैं?				13				
			130006	word_problem	नियति ने सुबह ५ मछलियाँ पकड़ीं। उसने दोपहर में ४ और मछलियाँ पकड़ीं। नियति ने कुल कितनी मछली पकड़ी?	नियति ने सुबह ५ मछलियाँ पकड़ीं। उसने दोपहर में ४ और मछलियाँ पकड़ीं। नियति ने कुल कितनी मछली पकड़ी?				9				
			130007	word_problem	रूही ने दोपहर के भोजन में ३ याम और रात के खाने में ५ याम परोसे। दिन में कितने याम परोसे गए?	रूही ने दोपहर के भोजन में ३ याम और रात के खाने में ५ याम परोसे। दिन में कितने याम परोसे गए?				8				
			130008	word_problem	अपने जन्मदिन पर शरद को ३ नई शर्ट मिलीं। उसके पास पहले से ही ५ शर्ट थे। अब उसके पास कितनी शर्ट हैं?	अपने जन्मदिन पर शरद को ३ नई शर्ट मिलीं। उसके पास पहले से ही ५ शर्ट थे। अब उसके पास कितनी शर्ट हैं?				8				
			130009	word_problem	समीरा एक जन्मदिन की पार्टी के लिए तैयारी कर रही है। उसने आज सुबह ६ गुब्बारे फुलाए और दुपहर को ५ गुब्बारे फुलाए। उसने सभी में कितने गुब्बारे फुलाए?	समीरा एक जन्मदिन की पार्टी के लिए तैयारी कर रही है। उसने आज सुबह ६ गुब्बारे फुलाए और दुपहर को ५ गुब्बारे फुलाए। उसने सभी में कितने गुब्बारे फुलाए?				11				
			130010	word_problem	दराज में ७ पेंसिल हैं। दान ने दराज में ९ और पेंसिल रखीं। दराज में कितने पेंसिल हैं?	दराज में ७ पेंसिल हैं। दान ने दराज में ९ और पेंसिल रखीं। दराज में कितने पेंसिल हैं?				16				
SpecialTest_14	1	140001~140010, 140001~140010, 140001~140010, 140001~140010, 140001~140010												
			140001	word_problem	बिली के पास २ मार्बल्स हैं। लता के पास बिली की तुलना में ३ अधिक मार्बल्स हैं। लता के पास कितने मार्बल्स हैं?	बिली के पास २ मार्बल्स हैं। लता के पास बिली की तुलना में ३ अधिक मार्बल्स हैं। लता के पास कितने मार्बल्स हैं?				5				
			140002	word_problem	मुकुल ने मेघा की तुलना में ३ अधिक पुस्तकें खरीदीं। मेघा ने एक किताब खरीदी। मुकुल ने कितनी किताबें खरीदीं?	मुकुल ने मेघा की तुलना में ३ अधिक पुस्तकें खरीदीं। मेघा ने एक किताब खरीदी। मुकुल ने कितनी किताबें खरीदीं?				4				
			140003	word_problem	खाने की मेज पर १० प्लेटें हैं। प्लेटों की तुलना में ५ अधिक लोग हैं। कुल कितने लोग हैं?	खाने की मेज पर १० प्लेटें हैं। प्लेटों की तुलना में ५ अधिक लोग हैं। कुल कितने लोग हैं?				15				
			140004	word_problem	हीरा के पास ९ पेंसिल हैं। हीरा के मुकाबले एडम के पास ५ और पेंसिल हैं। एडम के पास कितनी पेंसिल हैं?	हीरा के पास ९ पेंसिल हैं। हीरा के मुकाबले एडम के पास ५ और पेंसिल हैं। एडम के पास कितनी पेंसिल हैं?				14				
			140005	word_problem	गणेश के पास ४ डाक टिकट हैं। दानिश के पास गणेश की तुलना में ५ अधिक डाक टिकट हैं। दानिश के पास कितने डाक टिकट हैं?	गणेश के पास ४ डाक टिकट हैं। दानिश के पास गणेश की तुलना में ५ अधिक डाक टिकट हैं। दानिश के पास कितने डाक टिकट हैं?				8				
			140006	word_problem	ईशा ५ साल की है। उसकी बहन जिया ईशा से २ साल बड़ी है। जिया की उम्र कितनी है?	ईशा ५ साल की है। उसकी बहन जिया ईशा से २ साल बड़ी है। जिया की उम्र कितनी है?				7				
			140007	word_problem	सुश्री जीत की कक्षा में १४ कुर्सियाँ हैं। श्री नकुल की कक्षा में ३ और कुर्सियाँ हैं। श्री नकुल की कक्षा में कितनी कुर्सियाँ हैं?	सुश्री जीत की कक्षा में १४ कुर्सियाँ हैं। श्री नकुल की कक्षा में ३ और कुर्सियाँ हैं। श्री नकुल की कक्षा में कितनी कुर्सियाँ हैं?				17				
			140008	word_problem	करीम के पास ७ प्लम हैं। करीम की तुलना में नरेश के पास ४ और प्लम हैं। नरेश के पास कितने प्लम हैं?	करीम के पास ७ प्लम हैं। करीम की तुलना में नरेश के पास ४ और प्लम हैं। नरेश के पास कितने प्लम हैं?				11				
			140009	word_problem	मारिन के पास ७ गेंदें हैं। प्रभा के पास मारिन की तुलना में ६ अधिक गेंदें हैं। प्रभा के पास कितनी गेंदें हैं?	मारिन के पास ७ गेंदें हैं। प्रभा के पास मारिन की तुलना में ६ अधिक गेंदें हैं। प्रभा के पास कितनी गेंदें हैं?				13				
			140010	word_problem	सूरज के पास ४ पेंसिल हैं और उसकी बहन के पास उससे ८ अधिक पेंसिल हैं। सूरज की बहन के पास कितनी पेंसिल हैं?	सूरज के पास ४ पेंसिल हैं और उसकी बहन के पास उससे ८ अधिक पेंसिल हैं। सूरज की बहन के पास कितनी पेंसिल हैं?				12				
SpecialTest_15	1	150001~150010, 150001~150010, 150001~150010, 150001~150010, 150001~150010												
			150001	word_problem	अदिति के पास ५ किताबें हैं। उनमें से ३ विज्ञान की किताबें हैं और बाकी स्टोरीबुक हैं। स्टोरीबुक कितने हैं??	अदिति के पास ५ किताबें हैं। उनमें से ३ विज्ञान की किताबें हैं और बाकी स्टोरीबुक हैं। स्टोरीबुक कितने हैं??				2				
			150002	word_problem	अमन की बिल्ली के ९ बच्चे थे। उनमें से ५ वाइट हैं और बाकी ग्रे हैं। बिल्ली के कितने ग्रे बच्चे थे?	अमन की बिल्ली के ९ बच्चे थे। उनमें से ५ वाइट हैं और बाकी ग्रे हैं। बिल्ली के कितने ग्रे बच्चे थे?				4				
			150003	word_problem	एक कक्षा में ९ बच्चे हैं। उनमें से ६ लडक़े हैं। कक्षा में कितनी लड़कियाँ हैं?	एक कक्षा में ९ बच्चे हैं। उनमें से ६ लडक़े हैं। कक्षा में कितनी लड़कियाँ हैं?				3				
			150004	word_problem	सुश्री डॉसन की कक्षा में १२ छात्र हैं। कुछ छात्र अनुपस्थित हैं और ७ छात्र उपस्थित हैं। कितने छात्र अनुपस्थित हैं?	सुश्री डॉसन की कक्षा में १२ छात्र हैं। कुछ छात्र अनुपस्थित हैं और ७ छात्र उपस्थित हैं। कितने छात्र अनुपस्थित हैं?				5				
			150005	word_problem	एक कक्षा में १६ बच्चे हैं। कुछ बच्चे खेलने के लिए बाहर जाते हैं। ७ बच्चे किताबें पढ़ने के लिए अंदर रहते हैं। कितने बच्चे बाहर हैं?	एक कक्षा में १६ बच्चे हैं। कुछ बच्चे खेलने के लिए बाहर जाते हैं। ७ बच्चे किताबें पढ़ने के लिए अंदर रहते हैं। कितने बच्चे बाहर हैं?				9				
			150006	word_problem	अलका के पास ९ गुब्बारे हैं। ६ ग्रीन  हैं और बाकी ब्लू हैं। ब्लू गुब्बारे कितने हैं??		अलका के पास ९ गुब्बारे हैं। ६ ग्रीन  हैं और बाकी ब्लू हैं। ब्लू गुब्बारे कितने हैं??				3				
			150007	word_problem	जिया और उसके भाई ने ६ आमों को उठाया। जिया ने ४ आम उठाए। उसके भाई ने कितने आम उठाए?	जिया और उसके भाई ने ६ आमों को उठाया। जिया ने ४ आम उठाए। उसके भाई ने कितने आम उठाए?				2				
			150008	word_problem	सुमित और रेवेन ने एक साथ ८ तस्वीरें खींचीं। सुमित ने ३ तस्वीरें खींचे। रेवेन ने कितने तस्वीरें खींचे?	सुमित और रेवेन ने एक साथ ८ तस्वीरें खींचीं। सुमित ने ३ तस्वीरें खींचे। रेवेन ने कितने तस्वीरें खींचे?				5				
			150009	word_problem	लैकी और काजल ने १४ जुगनुओं को पकड़ा। लैकी ने ५ जुगनुओं को पकड़ा। काजल ने कितने जुगनुओं को पकड़ा?	लैकी और काजल ने १४ जुगनुओं को पकड़ा। लैकी ने ५ जुगनुओं को पकड़ा। काजल ने कितने जुगनुओं को पकड़ा?				9				
			150010	word_problem	लकड़ी का एक टुकड़ा १३ इंच लम्बा होता है। इसे दो भागों में काटा जाता है। एक भाग ६ इंच लम्बा है। दूसरा भाग कितना लम्बा है?	लकड़ी का एक टुकड़ा १३ इंच लम्बा होता है। इसे दो भागों में काटा जाता है। एक भाग ६ इंच लम्बा है। दूसरा भाग कितना लम्बा है?				7				
SpecialTest_16	1	160001~160010, 160001~160010, 160001~160010, 160001~160010, 160001~160010												
			160001	word_problem	एक किसान के पास ७ एप्पल के पेड़ थे। उसने कुछ और पेड़ खरीदे और अब उसके बाग में १० एप्पल के पेड़ हैं। उसने कितने एप्पल के पेड़ खरीदे?	एक किसान के पास ७ एप्पल के पेड़ थे। उसने कुछ और पेड़ खरीदे और अब उसके बाग में १० एप्पल के पेड़ हैं। उसने कितने एप्पल के पेड़ खरीदे?				3				
			160002	word_problem	एक फुटबॉल फ़राज़ ने पहले हाफ में ३ गोल किए। फिर उन्होंने दूसरे हाफ में अधिक गोल किए। उन्होंने ५ गोल से गेम जीता! दूसरे हाफ में उन्होंने कितने गोल किए?	एक फुटबॉल फ़राज़ ने पहले हाफ में ३ गोल किए। फिर उन्होंने दूसरे हाफ में अधिक गोल किए। उन्होंने ५ गोल से गेम जीता! दूसरे हाफ में उन्होंने कितने गोल किए?				2				
			160003	word_problem	लंच से पहले नकुल ने अपनी किताब के ६ पेज पढ़े। लंच के बाद उसने कुछ और पढ़ा। यदि नकुल ने सभी में ९ पेज पढ़े तो लंच के बाद उसने कितने पेज पढ़े?	लंच से पहले नकुल ने अपनी किताब के ६ पेज पढ़े। लंच के बाद उसने कुछ और पढ़ा। यदि नकुल ने सभी में ९ पेज पढ़े तो लंच के बाद उसने कितने पेज पढ़े?				3				
			160004	word_problem	विराट ने एक स्टोर में जाकर कुछ टी-शर्ट खरीदीं। वह दूसरे स्टोर में गया और २ और टी-शर्ट खरीदे। उसने कुल ७ टी-शर्ट खरीदीं। उसने पहली दुकान पर कितनी टी-शर्ट खरीदीं?	विराट ने एक स्टोर में जाकर कुछ टी-शर्ट खरीदीं। वह दूसरे स्टोर में गया और २ और टी-शर्ट खरीदे। उसने कुल ७ टी-शर्ट खरीदीं। उसने पहली दुकान पर कितनी टी-शर्ट खरीदीं?				5				
			160005	word_problem	आपके पास कुछ टिकटें हैं। आपका भाई आपको ६ टिकट देता है। अब आपके पास १० टिकट हैं। आपके पास पहले से  कितने टिकटें थी?	आपके पास कुछ टिकटें हैं। आपका भाई आपको ६ टिकट देता है। अब आपके पास १० टिकट हैं। आपके पास पहले से  कितने टिकटें थी?				4				
			160006	word_problem	टेस ने सुबह ३ फूल उठाए। उसने दोपहर में कुछ और फूल उठाए। यदि टेस ने सभी में ८ फूल उठाए तो उसने दोपहर में कितने उठाए?	टेस ने सुबह ३ फूल उठाए। उसने दोपहर में कुछ और फूल उठाए। यदि टेस ने सभी में ८ फूल उठाए तो उसने दोपहर में कितने उठाए?				5				
			160007	word_problem	एक जार में कुछ झींगुर होते हैं। आप ५ और झींगुर लेते हैं और अब सभी में १० झींगुर हैं। आपने कितने झींगुर लिए हैं?	एक जार में कुछ झींगुर होते हैं। आप ५ और झींगुर लेते हैं और अब सभी में १० झींगुर हैं। आपने कितने झींगुर लिए हैं?				5				
			160008	word_problem	उमा की पेल में कुछ शंख थे। वह २ और शंख पाती है। अब उसके पास कुल ८ शंख हैं। उसके पास पहले से कितने शंख थे?	उमा की पेल में कुछ शंख थे। वह २ और शंख पाती है। अब उसके पास कुल ८ शंख हैं। उसके पास पहले से कितने शंख थे?				6				
			160009	word_problem	रिया ने अपने घर के सामने ४ बिल्लियाँ देखीं। वह सोने चली गई और जब वह सोकर उठी तो उसके घर के सामने ७ बिल्लियाँ थीं। सोते समय उसके घर में कितनी बिल्लियाँ आईं?	रिया ने अपने घर के सामने ४ बिल्लियाँ देखीं। वह सोने चली गई और जब वह सोकर उठी तो उसके घर के सामने ७ बिल्लियाँ थीं। सोते समय उसके घर में कितनी बिल्लियाँ आईं?				3				
			160010	word_problem	नकुल के पास ४ मार्बल्स हैं। सू ने नकुल को कुछ और मार्बल्स दिए और अब उसके पास कुल ६ मार्बल्स हैं। सू ने नकुल को कितने मार्बल्स दिए?	नकुल के पास ४ मार्बल्स हैं। सू ने नकुल को कुछ और मार्बल्स दिए और अब उसके पास कुल ६ मार्बल्स हैं। सू ने नकुल को कितने मार्बल्स दिए?				2				
SpecialTest_17	1	170001, 170002, 170003, 170004, 170003~170004												
			170001	operations_with_objects	1~9-1~9=?		horizontal			1~8				
			170002	operations_with_objects	10-1~9=?		horizontal			1~9				
			170003	operations_drag	1~9-1~9=?		horizontal			1~8				
			170004	operations_drag	10-1~9=?		horizontal			1~9				
SpecialTest_18	1	180001, 180002, 180003, 180004, 180005												
			180001	operations_with_objects	11~19-1~9=?	regroupingfalse	horizontal			10~18				
			180002	operations_with_objects	11~20-10=?	regroupingfalse	horizontal			1~10				
			180003	operations_drag	11~19-1~9=?	regroupingfalse	horizontal			10~18				
			180004	operations_drag	11~20-10=?	regroupingfalse	horizontal			1~10				
			180005	operations_drag	11~19-11~19=?	regroupingfalse	horizontal			1~8				
SpecialTest_19	1	190001, 190002, 190003, 190003, 190004~190005												
			190001	operations_with_objects	11~18-1~9=?	regroupingtrue	horizontal			2~9				
			190002	operations_with_objects	20-1~9=?		horizontal			11~19				
			190003	operations_drag	11~18-1~9=?	regroupingtrue	horizontal			2~9				
			190004	operations_drag	20-11~19=?		horizontal			1~9				
			190005	operations_drag	20-1~9=?		horizontal			11~19				
SpecialTest_20	1	200001, 200002, 200003, 200004, 200005												
			200001	operations_drag	10,20,30,40,50,60,70,80,90-10,20,30,40,50,60,70,80,90=?	regroupingfalse	horizontal			10~80				
			200002	operations_drag	21~99-10,20,30,40,50,60,70,80,90=?	regroupingfalse	horizontal			9~89				
			200003	operations_drag	21~50-11~49=?	regroupingfalse	vertical			1~39				
			200004	operations_drag	51~99-21~50=?	regroupingfalse	vertical			1~78				
			200005	operations_drag	51~99-51~99=?	regroupingfalse	vertical			1~48				
SpecialTest_21	1	210001, 210002, 210003, 210003, 210004												
			210001	operations_drag	21~50-1~9=?	regroupingtrue	vertical			12~49				
			210002	operations_drag	21~50-11~19=?	regroupingtrue	vertical			1~39				
			210003	operations_drag	21~50-21~50=?	regroupingtrue	vertical			1~29				
			210004	operations_drag	20, 30, 40, 50-11~49=?	regroupingtrue	vertical			1~39				
SpecialTest_22	1	220001~220010, 220001~220010, 220001~220010, 220001~220010, 220001~220010												
			220001	word_problem	पूजा के पास ९ कंगन हैं। वह उनमें से २ खो देती है। पूजा के पास अब कितने कंगन बचे हैं?	पूजा के पास ९ कंगन हैं। वह उनमें से २ खो देती है। पूजा के पास अब कितने कंगन बचे हैं?				7				
			220002	word_problem	हैना ८ रोटियाँ बनाती है। वह अपने भाई को ३ रोटियाँ देती है। उसके पास कितनी रोटियाँ बची हैं?	हैना ८ रोटियाँ बनाती है। वह अपने भाई को ३ रोटियाँ देती है। उसके पास कितनी रोटियाँ बची हैं?				5				
			220003	word_problemआसमान में ९ पतंगें उड़ रही हैं। एक हवा ३ पतंगों को जमीन पर गिरा देती है। कितनी पतंगें अभी भी आसमान में उड़ रही हैं?	आसमान में ९ पतंगें उड़ रही हैं। एक हवा ३ पतंगों को जमीन पर गिरा देती है। कितनी पतंगें अभी भी आसमान में उड़ रही हैं?				6				
			220004	word_problem	एक तालाब में १५ बतख तैर रही हैं। ७ बतख उड़ जाती हैं। तालाब में अभी कितने बतख तैर रहे हैं?	एक तालाब में १५ बतख तैर रही हैं। ७ बतख उड़ जाती हैं। तालाब में अभी कितने बतख तैर रहे हैं?				8				
			220005	word_problem	रितिका के पास १२ किताबें हैं। वह अपनी कक्षा की लाइब्रेरी में ८ किताबें दान करती हैं। रितिका के पास अब कितनी किताबें बची हैं?	रितिका के पास १२ किताबें हैं। वह अपनी कक्षा की लाइब्रेरी में ८ किताबें दान करती हैं। रितिका के पास अब कितनी किताबें बची हैं?				4				
			220006	word_problem	एक बाड़ पर १२ बिल्लियाँ हैं। १ बिल्ली बाड़ से नीचे कूदती है। अब कितनी बिल्लियाँ बाड़ पर हैं?	एक बाड़ पर १२ बिल्लियाँ हैं। १ बिल्ली बाड़ से नीचे कूदती है। अब कितनी बिल्लियाँ बाड़ पर हैं?				11				
			220007	word_problem	आयुषी के पास ८ पेंसिल हैं। वह उनमें से ७ को खो देती है। आयुषी के पास अब कितनी पेंसिल बची हैं?	आयुषी के पास ८ पेंसिल हैं। वह उनमें से ७ को खो देती है। आयुषी के पास अब कितनी पेंसिल बची हैं?				1				
			220008	word_problem	पुष्प के पास ७ बिस्कुट हैं। वह उनमें से २ खाती है। उसके पास कितनी बिस्कुट बचे हैं?	पुष्प के पास ७ बिस्कुट हैं। वह उनमें से २ खाती है। उसके पास कितनी बिस्कुट बचे हैं?				5				
			220009	word_problem	नासिर ने १७ पन्नों की एक किताब निकाली। वह ९ पन्ने पढ़ता है। उसके पास पढ़ने के लिए कितने पन्ने बचे हैं?	नासिर ने १७ पन्नों की एक किताब निकाली। वह ९ पन्ने पढ़ता है। उसके पास पढ़ने के लिए कितने पन्ने बचे हैं?				8				
			220010	word_problem	स्कूल बस में १० छात्र हैं। ३ छात्र बस से उतर गए। बस में कितने छात्र बचे हैं?	स्कूल बस में १० छात्र हैं। ३ छात्र बस से उतर गए। बस में कितने छात्र बचे हैं?				7				
SpecialTest_23	1	230001~230010, 230001~230010, 230001~230010, 230001~230010, 230001~230010												
			230001	word_problem	लुसी ९ साल की है। उसकी बहन सीमा ६ साल की है। लुसी अपनी बहन सीमा से कितनी बड़ी है?	लुसी ९ साल की है। उसकी बहन सीमा ६ साल की है। लुसी अपनी बहन सीमा से कितनी बड़ी है?				3				
